LineID,OrderID,ProductID,CustomerID,OrderDate,OrderPriority,OrderQuantity,Sales,Discount,ShipMode,Profit,UnitPrice,ShippingCost
5971,3073,147664,104752832,2009-01-07,Medium,7,45923.76000,0.07,Regular Air,102.61,6783.02,24.49
463,30083,923574,69981415,2009-01-08,Not Specified,23,324.28000,0.07,Regular Air,20.43,14.56,3.50
779,4193,871664,23649246,2009-01-08,High,16,64.29000,0.07,Regular Air,14.42,4.13,0.99
2050,7203,507331,50111887,2009-01-08,High,25,21752.01000,0.03,Regular Air,9296.35,896.99,19.99
2281,4193,105932,23649246,2009-01-08,High,3,75.77000,0.03,Regular Air,64.25,22.72,8.99
243,40097,805629,104516246,2009-01-09,Low,47,117.88000,0.10,Regular Air,-71.00,2.60,2.40
1196,31715,259382,68894717,2009-01-09,Not Specified,11,68.50000,0.01,Regular Air,-53.85,5.38,7.57
1217,58343,638256,9279285,2009-01-09,Not Specified,39,121.87000,0.07,Regular Air,11.32,3.29,1.35
1488,18561,599985,65028410,2009-01-09,Not Specified,9,45.87000,0.02,Regular Air,-38.90,4.13,6.89
1840,8576,152427,45209405,2009-01-09,High,43,541.45000,0.00,Express Air,-164.25,11.66,8.99
4127,31715,951158,104577129,2009-01-09,Not Specified,24,64.11000,0.09,Regular Air,-4.09,2.78,0.97
4173,31715,695980,68894717,2009-01-09,Not Specified,44,145.19000,0.05,Regular Air,-116.87,3.28,3.97
4298,47138,156820,20427219,2009-01-09,Low,1,107.95000,0.04,Regular Air,-506.31,125.99,8.99
2368,20037,592044,56549626,2009-01-10,Low,35,1009.42000,0.02,Regular Air,339.58,29.18,8.55
2403,14596,68351,76457359,2009-01-10,Critical,24,199.12000,0.01,Regular Air,73.33,8.34,0.96
2506,28290,719525,97394565,2009-01-10,Low,43,1307.35000,0.05,Express Air,-154.24,30.42,8.65
2507,28290,711463,97394565,2009-01-10,Low,3,523.58000,0.01,Express Air,-179.36,161.55,19.99
4042,14596,695980,76457359,2009-01-10,Critical,19,63.14000,0.06,Regular Air,-53.75,3.28,3.97
4686,31553,685823,15239298,2009-01-10,Critical,32,4906.85000,0.09,Regular Air,1907.94,162.93,19.99
4891,33988,125017,85163678,2009-01-10,Medium,30,164.78000,0.00,Regular Air,-128.47,5.02,5.14
5061,55367,884527,73720984,2009-01-10,Critical,31,2137.10000,0.05,Delivery Truck,-686.01,70.98,46.74
5063,55367,855099,73720984,2009-01-10,Critical,48,571.17000,0.05,Regular Air,129.87,11.55,2.36
5134,28999,315687,78666432,2009-01-10,High,34,1177.50000,0.02,Regular Air,420.05,33.98,1.99
7153,44391,1039422,61795149,2009-01-10,Not Specified,16,112.81000,0.02,Regular Air,-85.23,6.48,9.17
3333,33797,924265,109724217,2009-01-11,Not Specified,29,138.17000,0.05,Express Air,-103.78,4.14,6.60
5026,33797,540818,70839917,2009-01-11,Not Specified,18,262.94000,0.06,Regular Air,-22.37,14.42,6.75
5698,21830,582987,106488141,2009-01-11,Low,19,6991.65000,0.08,Delivery Truck,906.80,399.98,12.06
6688,33797,452225,70839917,2009-01-11,Not Specified,44,574.50000,0.02,Regular Air,-449.04,12.99,14.37
6991,19655,982190,30354681,2009-01-11,High,31,1143.45000,0.06,Regular Air,304.42,39.24,1.99
7829,33797,103518,109724217,2009-01-11,Not Specified,18,216.87000,0.03,Regular Air,30.53,11.34,5.01
127,7461,789601,38038963,2009-01-12,Low,28,260.79000,0.00,Regular Air,111.40,8.74,1.39
1758,37862,299230,86531956,2009-01-12,Not Specified,27,1603.27000,0.01,Regular Air,452.49,59.98,3.99
1906,7461,649343,38038963,2009-01-12,Low,44,90.35000,0.02,Regular Air,-16.72,1.98,0.70
2561,20549,285813,12566604,2009-01-12,Not Specified,40,1030.09000,0.09,Regular Air,-568.71,27.75,19.99
3574,7461,884090,38038963,2009-01-12,Low,12,4080.30000,0.05,Delivery Truck,593.79,350.99,39.00
6776,43362,1045401,45761281,2009-01-12,Critical,45,15963.09000,0.03,Delivery Truck,4276.73,350.98,30.00
6777,43362,852778,45761281,2009-01-12,Critical,33,58.48000,0.04,Regular Air,2.72,1.68,1.00
6907,27813,760927,20218610,2009-01-12,Medium,10,401.14000,0.10,Regular Air,-131.03,40.98,6.50
2739,51623,332624,47237797,2009-01-13,Critical,17,39.23000,0.06,Regular Air,-66.58,2.08,5.33
6469,13602,399912,3724839,2009-01-13,Low,3,445.34000,0.03,Delivery Truck,-377.90,145.45,17.85
7418,25541,337774,13788018,2009-01-13,Low,50,297.76000,0.07,Regular Air,-111.34,5.98,5.79
7763,13602,985428,3724839,2009-01-13,Low,13,660.99000,0.02,Regular Air,267.67,48.04,5.09
226,30567,245102,79755549,2009-01-14,Not Specified,14,2690.84000,0.10,Delivery Truck,-368.02,208.16,68.02
1972,30567,285119,79755549,2009-01-14,Not Specified,3,38.71000,0.01,Express Air,23.00,9.48,7.29
3616,30567,269026,79755549,2009-01-14,Not Specified,14,62.60000,0.02,Regular Air,7.32,4.28,0.94
3801,8325,250765,21047871,2009-01-14,Critical,21,2364.29000,0.08,Delivery Truck,-220.05,115.99,56.14
3802,8325,269026,21047871,2009-01-14,Critical,27,112.57000,0.08,Regular Air,13.92,4.28,0.94
4556,43911,318701,37999431,2009-01-14,Medium,23,7484.31000,0.06,Delivery Truck,1278.45,320.98,58.95
4814,34691,669077,31645785,2009-01-14,Critical,27,217.68000,0.08,Regular Air,-168.75,7.77,9.23
5351,30567,639545,79755549,2009-01-14,Not Specified,8,733.55000,0.07,Regular Air,103.13,90.48,19.99
6306,43911,119069,37999431,2009-01-14,Medium,36,9920.85000,0.00,Delivery Truck,2685.19,264.98,17.86
6307,43911,453581,37999431,2009-01-14,Medium,29,577.89000,0.06,Regular Air,-53.89,19.99,11.17
6543,34691,79748,31645785,2009-01-14,Critical,23,7202.94000,0.02,Delivery Truck,1425.11,306.14,26.53
7807,34691,473902,31645785,2009-01-14,Critical,13,245.82000,0.10,Express Air,-7.39,18.97,9.54
679,12676,793455,38326802,2009-01-15,High,25,201.06000,0.08,Express Air,-80.86,8.09,7.96
1688,37729,182998,9599437,2009-01-15,Not Specified,48,447.89000,0.00,Regular Air,-26.78,8.60,6.19
4992,6884,388781,23284184,2009-01-15,Low,41,217.00000,0.01,Regular Air,-61.21,4.98,4.75
5102,22243,674668,12119240,2009-01-15,Critical,9,24.76000,0.09,Regular Air,-1.82,2.88,0.70
6673,6884,444836,23284184,2009-01-15,Low,47,296.13000,0.04,Regular Air,119.09,6.35,1.02
7457,48773,598953,64147312,2009-01-15,Medium,7,51.27000,0.06,Regular Air,3.27,7.04,2.17
483,31781,947521,103235308,2009-01-16,Medium,41,78.49000,0.03,Regular Air,5.53,1.81,0.75
2100,31781,918216,103235308,2009-01-16,Medium,46,249.02000,0.10,Regular Air,-282.61,5.81,8.49
3091,22147,105932,5091209,2009-01-16,Low,37,832.14000,0.04,Regular Air,175.07,22.72,8.99
3178,49541,657927,54537998,2009-01-16,Medium,35,503.75000,0.00,Regular Air,16.46,13.43,5.50
3542,30915,156820,63582475,2009-01-16,Low,25,2836.05050,0.01,Regular Air,561.13,125.99,8.99
5268,30915,112938,63582475,2009-01-16,Low,20,62.78000,0.04,Express Air,-17.75,2.98,2.03
5832,39173,593359,94848024,2009-01-16,Critical,36,76.48000,0.09,Regular Air,3.23,2.18,0.78
6142,2370,221286,25911898,2009-01-16,Critical,6,679.60000,0.02,Regular Air,-85.76,110.98,13.99
6144,2370,467302,25911898,2009-01-16,Critical,30,257.42000,0.01,Regular Air,59.18,8.01,2.87
70,12771,961470,84795584,2009-01-17,Critical,40,1143.49000,0.08,Regular Air,-193.44,30.53,19.99
734,46884,512866,57987295,2009-01-17,Medium,3,337.33950,0.00,Regular Air,-509.94,125.99,2.50
2675,32868,736479,14961350,2009-01-17,Not Specified,39,1101.28000,0.05,Regular Air,200.53,28.15,6.17
3512,46884,855099,58046234,2009-01-17,Medium,25,280.43000,0.10,Regular Air,39.52,11.55,2.36
3541,12771,744609,84795584,2009-01-17,Critical,46,78.08000,0.01,Regular Air,-43.10,1.68,1.57
4039,43620,947059,79432579,2009-01-17,Medium,13,196.22000,0.05,Regular Air,-89.35,14.81,13.32
4041,43620,850189,79432579,2009-01-17,Medium,11,49.76000,0.05,Express Air,-0.13,4.20,2.26
4283,18945,536153,86487510,2009-01-17,Medium,33,528.54000,0.06,Regular Air,168.54,16.48,1.99
5634,46884,219855,57987295,2009-01-17,Medium,18,130.11000,0.10,Regular Air,40.30,7.64,1.39
5727,10272,639545,27586976,2009-01-17,Medium,3,299.08000,0.03,Regular Air,-50.43,90.48,19.99
6697,1921,967842,51465599,2009-01-17,Medium,24,7871.91000,0.05,Delivery Truck,541.47,328.14,91.05
7268,10272,621870,27586976,2009-01-17,Medium,26,566.39000,0.06,Regular Air,76.43,22.84,8.18
190,48199,881139,26995184,2009-01-18,Not Specified,47,672.46000,0.10,Regular Air,279.74,15.74,1.39
1201,22118,346151,86789397,2009-01-18,High,50,2842.54000,0.05,Regular Air,1315.75,58.10,1.49
1465,58784,314991,10010675,2009-01-18,Medium,20,331.21000,0.04,Express Air,-67.38,15.99,9.40
4349,58784,884090,10010675,2009-01-18,Medium,25,8875.17000,0.05,Delivery Truck,2372.08,350.99,39.00
5792,58784,957636,11726321,2009-01-18,Medium,12,141.90000,0.02,Regular Air,1.46,11.58,5.72
5793,58784,934862,11726321,2009-01-18,Medium,17,278.76000,0.02,Regular Air,-210.09,15.51,17.78
7316,58784,905789,11726321,2009-01-18,Medium,29,1379.10000,0.06,Regular Air,573.80,48.91,5.81
3218,20711,1003701,92823303,2009-01-19,Critical,5,98.66000,0.10,Regular Air,-19.52,18.97,9.03
3866,16999,74067,57407328,2009-01-19,Critical,18,3568.45000,0.09,Regular Air,1081.62,207.48,0.99
4348,20711,1048806,75847676,2009-01-19,Critical,18,2215.96000,0.00,Delivery Truck,-101.66,119.99,56.14
4443,66,116812,80862950,2009-01-19,Low,41,108.15000,0.09,Regular Air,7.57,2.88,0.70
2030,44197,893965,48760545,2009-01-20,High,27,3970.33000,0.02,Delivery Truck,-229.79,140.98,53.48
2757,38340,338935,41264800,2009-01-20,Critical,36,2167.05000,0.02,Regular Air,684.90,60.22,3.50
587,52608,899010,28609672,2009-01-21,Low,36,147.71000,0.05,Regular Air,40.04,3.98,0.70
1490,37638,599985,48889817,2009-01-21,Low,33,139.98000,0.07,Regular Air,-140.54,4.13,6.89
1592,38021,659453,15052698,2009-01-21,Medium,36,173.22000,0.02,Regular Air,81.77,4.91,0.50
2005,35936,728557,60636010,2009-01-21,Medium,40,4152.55000,0.03,Regular Air,813.33,105.34,24.49
3667,32800,476021,51065809,2009-01-21,Not Specified,33,11336.37000,0.04,Delivery Truck,1161.75,355.98,58.92
4242,49505,1005967,69252035,2009-01-21,Critical,34,335.59000,0.04,Express Air,85.83,9.78,1.99
5059,31138,688094,104142658,2009-01-21,High,37,1251.18000,0.05,Delivery Truck,-1756.44,31.76,45.51
5400,32800,410393,51065809,2009-01-21,Not Specified,19,354.13000,0.09,Regular Air,8.79,19.98,8.68
5401,32800,410393,51065809,2009-01-21,Not Specified,40,751.94000,0.07,Regular Air,69.08,19.98,8.68
5418,38021,339725,65181272,2009-01-21,Medium,46,1482.01000,0.02,Regular Air,709.33,30.44,1.49
5799,58759,467302,28395632,2009-01-21,Low,4,33.44000,0.10,Regular Air,-6.88,8.01,2.87
6202,38021,409791,15052698,2009-01-21,Medium,16,4407.03000,0.04,Delivery Truck,834.96,279.81,23.19
7029,35936,996641,60636010,2009-01-21,Medium,41,312.26000,0.08,Regular Air,-10.38,7.84,4.71
7463,49505,996641,69252035,2009-01-21,Critical,12,97.74000,0.04,Regular Air,-8.50,7.84,4.71
874,53891,238390,66982166,2009-01-22,High,25,2570.94400,0.03,Express Air,553.36,115.99,5.92
1570,55360,155970,103153738,2009-01-22,Medium,49,134.83000,0.07,Regular Air,50.74,2.89,0.50
2135,28225,643318,51054401,2009-01-22,Critical,9,206.04000,0.00,Regular Air,-49.81,20.28,14.39
2196,28225,322672,88328172,2009-01-22,Critical,13,1160.59000,0.01,Regular Air,-330.14,80.98,35.00
2348,53891,1007032,66982166,2009-01-22,High,44,4039.72000,0.02,Express Air,-237.60,92.23,39.61
2805,55360,899480,103153738,2009-01-22,Medium,39,8865.10000,0.00,Delivery Truck,1517.12,217.85,29.10
3482,53891,232999,71252044,2009-01-22,High,36,562.80000,0.02,Regular Air,-17.45,15.22,9.73
3989,53891,98806,66982166,2009-01-22,High,27,4584.73000,0.07,Regular Air,812.38,179.99,19.99
5294,7815,220034,80727603,2009-01-22,Critical,6,187.37000,0.09,Regular Air,-125.96,32.98,5.50
5847,13636,751161,67636836,2009-01-22,Low,32,28180.08000,0.02,Delivery Truck,7513.88,880.98,44.55
1243,10661,260010,30297651,2009-01-23,Not Specified,18,136.41000,0.00,Regular Air,-99.34,6.84,8.37
3554,10661,940865,96327900,2009-01-23,Not Specified,42,1312.65000,0.07,Regular Air,488.31,30.98,5.76
3148,29319,1039462,30535909,2009-01-24,Low,21,4429.69000,0.03,Express Air,983.55,199.99,24.49
3217,33025,376545,18255550,2009-01-24,Low,5,318.31000,0.08,Regular Air,-19.06,67.84,0.99
3760,19234,540818,34495598,2009-01-24,High,24,359.65000,0.01,Regular Air,-11.15,14.42,6.75
4292,58277,216645,32605811,2009-01-24,Medium,23,294.68000,0.01,Regular Air,-23.35,11.70,6.96
6480,29319,752212,30535909,2009-01-24,Low,30,6654.39000,0.10,Regular Air,1151.69,238.40,24.49
635,12869,259219,104503994,2009-01-25,Not Specified,15,1532.48200,0.10,Regular Air,-43.00,125.99,8.99
2485,7043,448604,55032223,2009-01-25,Critical,4,11.08000,0.06,Regular Air,-8.93,1.74,4.08
1572,20422,155970,28799558,2009-01-26,High,5,15.38000,0.01,Regular Air,1.61,2.89,0.50
2755,24544,56287,41264800,2009-01-26,High,31,4587.30000,0.08,Express Air,1771.15,150.98,13.99
2756,24544,111176,41264800,2009-01-26,High,39,1243.45000,0.10,Regular Air,-1212.55,32.48,35.00
3075,55937,136430,70909580,2009-01-26,Medium,24,7332.08800,0.06,Delivery Truck,53.79,376.13,85.63
3317,17186,265590,61800710,2009-01-26,Medium,49,4321.63000,0.08,Regular Air,-1549.14,90.98,56.20
4381,24544,870163,41264800,2009-01-26,High,15,403.71000,0.03,Delivery Truck,-97.47,25.98,14.36
4446,20422,510087,28799558,2009-01-26,High,30,447.33000,0.03,Regular Air,115.21,14.34,5.00
4706,55937,326421,70909580,2009-01-26,Medium,10,392.77000,0.09,Regular Air,-146.20,39.98,7.12
7823,17186,484348,61800710,2009-01-26,Medium,11,67.14000,0.07,Regular Air,-29.98,5.98,5.35
586,15718,667910,81275177,2009-01-27,Critical,41,1863.02000,0.03,Regular Air,360.63,43.98,8.99
3812,15718,1084658,81275177,2009-01-27,Critical,36,100.87000,0.09,Regular Air,8.40,2.94,0.70
5534,15718,688400,81275177,2009-01-27,Critical,50,55.89000,0.06,Regular Air,-3.05,1.14,0.70
5849,10530,609559,24082624,2009-01-27,Medium,4,377.21300,0.02,Regular Air,-411.65,110.99,2.50
7502,11686,550577,32605811,2009-01-27,Not Specified,38,6121.19850,0.08,Regular Air,1312.34,205.99,2.50
1302,17155,424146,37535131,2009-01-28,Medium,36,267.53000,0.00,Express Air,85.17,6.88,2.00
1620,8868,299230,84641727,2009-01-28,Low,3,190.45000,0.02,Regular Air,-44.05,59.98,3.99
2622,17155,111176,37535131,2009-01-28,Medium,31,1065.26000,0.03,Express Air,-900.27,32.48,35.00
3782,19047,744609,67539279,2009-01-28,High,3,6.76000,0.02,Regular Air,-4.28,1.68,1.57
7121,19047,175765,67539279,2009-01-28,High,1,67.49000,0.06,Regular Air,-22.82,55.48,14.30
7600,8868,352478,84641727,2009-01-28,Low,34,179.99000,0.03,Regular Air,-102.27,5.18,5.74
1470,20480,861428,37146022,2009-01-29,Medium,4,1042.63000,0.02,Delivery Truck,-219.93,240.98,60.20
3244,20480,648476,107565533,2009-01-29,Medium,38,16147.61000,0.02,Regular Air,7604.95,420.98,19.99
6412,20484,908570,74374530,2009-01-29,Critical,14,1122.63750,0.09,Regular Air,17.68,95.99,4.90
4780,35847,224619,78116987,2009-01-30,Critical,23,361.65000,0.08,Express Air,-144.27,15.98,8.99
5195,5316,318385,95834317,2009-01-30,Critical,42,1285.37000,0.10,Regular Air,514.07,31.78,1.99
6807,21383,260366,7499162,2009-01-30,Low,31,16066.85000,0.07,Regular Air,7416.43,574.74,24.49
1287,18595,858912,65628978,2009-01-31,Critical,16,138.55000,0.03,Regular Air,0.90,8.34,2.64
1312,15270,30902,44768806,2009-01-31,Not Specified,36,257.91000,0.00,Regular Air,90.86,6.98,1.60
1602,30341,428893,48564444,2009-01-31,Low,41,239.75000,0.09,Regular Air,105.91,6.30,0.50
4224,18595,277631,65628978,2009-01-31,Critical,6,451.44000,0.10,Regular Air,-35.19,78.65,13.99
5997,52416,334736,21729136,2009-01-31,Not Specified,6,49.81000,0.05,Regular Air,-16.95,7.64,5.83
6209,30341,953470,48564444,2009-01-31,Low,42,6244.18000,0.09,Delivery Truck,470.30,160.98,30.00
6212,30341,990083,48564444,2009-01-31,Low,30,150.20000,0.00,Regular Air,62.46,4.98,0.80
7639,40101,632804,20484349,2009-01-31,Low,46,2188.06000,0.10,Express Air,33.77,49.99,19.99
192,4454,364652,26995184,2009-02-01,Low,17,55.45000,0.01,Regular Air,21.42,3.08,0.50
4934,30053,102341,51326221,2009-02-01,Critical,41,3279.01000,0.06,Delivery Truck,349.22,80.97,33.60
7885,32676,403940,60200887,2009-02-01,Critical,37,1697.44000,0.06,Regular Air,523.43,45.19,1.99
682,39904,793455,25873692,2009-02-02,Not Specified,44,363.92000,0.00,Regular Air,-144.56,8.09,7.96
1946,13604,265590,26995184,2009-02-02,Not Specified,42,3609.88000,0.07,Regular Air,-1396.22,90.98,56.20
2032,55713,381761,23674656,2009-02-02,High,49,5718.85000,0.09,Delivery Truck,-2426.55,122.99,70.20
4785,19493,272345,50446311,2009-02-02,Critical,31,4713.25000,0.10,Regular Air,-372.49,154.13,69.00
6685,38529,688400,33281016,2009-02-02,Low,38,44.85000,0.02,Regular Air,-0.49,1.14,0.70
1002,21222,753117,46667676,2009-02-03,Not Specified,26,846.08150,0.02,Regular Air,-120.93,35.99,5.00
4049,21222,912860,46667676,2009-02-03,Not Specified,36,181.39000,0.10,Regular Air,-32.40,5.08,3.63
1362,35776,375694,93290663,2009-02-04,Medium,36,213.74000,0.06,Regular Air,-32.15,5.81,3.37
1428,25120,494051,59478070,2009-02-04,Medium,22,179.22000,0.01,Regular Air,-139.90,7.28,11.15
1429,25120,175474,59478070,2009-02-04,Medium,46,237.15000,0.00,Regular Air,123.02,4.91,0.50
1734,59459,841964,81926227,2009-02-04,Medium,40,69.66000,0.07,Regular Air,-51.42,1.70,1.99
1934,14400,779048,21703579,2009-02-04,Medium,43,6089.05000,0.08,Delivery Truck,-2110.56,146.05,80.20
2285,14627,211281,93141025,2009-02-04,Medium,47,671.03000,0.07,Regular Air,67.86,14.48,6.46
2824,41988,657927,48564444,2009-02-04,Low,14,181.49000,0.10,Regular Air,-29.54,13.43,5.50
4274,35776,290269,93290663,2009-02-04,Medium,9,118.66000,0.05,Regular Air,32.68,12.97,1.49
4326,25120,308871,59478070,2009-02-04,Medium,10,71.86000,0.10,Regular Air,-35.52,6.68,6.93
4460,41988,180041,48564444,2009-02-04,Low,18,610.07000,0.07,Delivery Truck,-157.56,33.94,19.19
4609,17636,933643,37216054,2009-02-04,Low,2,7.01000,0.03,Regular Air,-4.20,2.94,0.96
5320,14400,1029916,21703579,2009-02-04,Medium,32,74.34000,0.05,Regular Air,-166.55,2.16,6.05
5333,44387,674000,26995184,2009-02-04,Low,20,173.09000,0.03,Regular Air,-6.71,8.34,4.82
6211,41988,399912,48564444,2009-02-04,Low,33,4610.35000,0.08,Delivery Truck,751.58,145.45,17.85
6983,14400,160229,21703579,2009-02-04,Medium,35,228.80000,0.03,Regular Air,-99.08,6.48,6.60
6993,44387,247078,26995184,2009-02-04,Low,50,1441.57000,0.07,Express Air,475.26,29.89,1.99
3099,35200,525720,55462305,2009-02-05,Medium,15,150.24000,0.08,Regular Air,-102.93,9.98,12.52
4232,417,585869,12009006,2009-02-05,Medium,39,15260.78000,0.07,Delivery Truck,8734.88,500.98,28.14
4233,417,314204,12009006,2009-02-05,Medium,3,540.41000,0.10,Regular Air,-170.98,178.47,19.99
5695,10310,671330,92512595,2009-02-05,Low,6,926.58500,0.10,Regular Air,-655.42,195.99,3.99
5696,10310,545294,92512595,2009-02-05,Low,48,139.86000,0.07,Regular Air,9.59,2.88,1.01
6468,26945,491753,65592088,2009-02-05,Critical,29,221.33000,0.00,Regular Air,77.33,7.28,1.77
6579,36068,409791,80914914,2009-02-05,Critical,23,6133.18000,0.06,Delivery Truck,1243.17,279.81,23.19
3804,28772,690604,13226561,2009-02-06,High,16,950.46400,0.02,Regular Air,-763.80,71.37,69.00
5236,41543,953470,68464052,2009-02-06,Low,45,7548.65000,0.03,Delivery Truck,1385.35,160.98,30.00
5238,41543,967595,68464052,2009-02-06,Low,24,1318.86850,0.03,Regular Air,172.33,65.99,3.99
5526,28772,434079,13226561,2009-02-06,High,4,705.68700,0.03,Express Air,-803.08,205.99,8.99
6630,26724,637817,48835684,2009-02-06,Critical,2,1838.18000,0.09,Regular Air,-2531.48,999.99,13.99
6282,44002,823075,20484349,2009-02-07,Medium,14,261.85000,0.03,Regular Air,-52.33,17.70,9.47
6333,46981,255922,62607421,2009-02-07,Medium,46,1398.87000,0.07,Regular Air,601.96,30.56,2.99
6548,23808,410393,63405025,2009-02-07,Low,30,630.14000,0.04,Regular Air,108.00,19.98,8.68
7641,44002,165314,20484349,2009-02-07,Medium,46,320.93000,0.05,Regular Air,-66.48,6.68,5.66
