LineID,OrderID,ProductID,CustomerID,OrderDate,OrderPriority,OrderQuantity,Sales,Discount,ShipMode,Profit,UnitPrice,ShippingCost
5909,13027,1029403,39390141,2012-01-15,Critical,42,290.68000,0.03,Regular Air,-93.50,6.78,6.18
6693,16807,389962,44667886,2012-01-15,Medium,48,1585.60000,0.08,Regular Air,632.13,35.44,4.92
1547,29090,871664,34111372,2012-01-16,Medium,24,99.10000,0.02,Regular Air,28.42,4.13,0.99
2978,9632,87215,34181262,2012-01-16,Low,33,3633.03000,0.09,Regular Air,1440.27,120.98,9.07
4520,3685,92451,73053407,2012-01-16,Medium,29,106.78000,0.00,Regular Air,-98.05,3.28,5.00
6159,29090,216626,34111372,2012-01-16,Medium,36,380.34000,0.02,Regular Air,-108.20,10.48,6.91
6181,23268,707900,13638622,2012-01-16,High,14,50.85000,0.09,Express Air,-6.81,3.60,2.20
7504,29573,473902,32605811,2012-01-16,Critical,43,792.21000,0.05,Regular Air,42.24,18.97,9.54
7858,23268,629734,31711779,2012-01-16,High,5,255.31000,0.02,Regular Air,41.41,48.04,5.79
220,51044,321823,73966703,2012-01-18,Low,17,155.89000,0.10,Regular Air,50.19,9.90,1.39
224,51044,793081,73966703,2012-01-18,Low,19,117.27000,0.01,Regular Air,35.45,5.84,0.83
1969,51044,629210,73966703,2012-01-18,Low,26,1333.18000,0.07,Delivery Truck,120.01,50.98,14.19
3432,52837,226162,21613461,2012-01-18,Critical,32,5934.39000,0.08,Regular Air,519.55,193.17,19.99
7090,42753,925995,30521001,2012-01-18,Medium,45,4072.81750,0.10,Regular Air,897.36,115.99,3.00
7436,15491,550577,10797386,2012-01-18,Medium,5,901.37400,0.01,Regular Air,-648.65,205.99,2.50
1581,8034,400178,10691025,2012-01-19,High,13,238.43000,0.02,Regular Air,-36.11,16.99,8.99
3096,11969,281434,82151975,2012-01-19,Not Specified,16,1684.96000,0.08,Regular Air,-553.06,110.98,35.00
4279,6886,314204,20002172,2012-01-19,High,46,8177.07000,0.08,Regular Air,2385.30,178.47,19.99
4362,33956,725611,48889817,2012-01-19,Low,13,109.58000,0.00,Regular Air,31.32,7.59,4.00
4452,8034,603630,10691025,2012-01-19,High,36,1606.40000,0.08,Delivery Truck,-1231.35,44.43,46.59
5955,33285,797793,81921479,2012-01-19,High,5,66.92000,0.01,Regular Air,-23.29,12.28,6.13
6192,8034,864079,10691025,2012-01-19,High,31,354.45000,0.01,Regular Air,11.38,10.98,3.99
6452,11969,37176,82151975,2012-01-19,Not Specified,42,11460.76000,0.10,Delivery Truck,4264.82,349.45,60.00
6680,50433,399912,7452837,2012-01-19,Critical,50,6628.55000,0.10,Delivery Truck,1081.65,145.45,17.85
4043,29223,528974,28488718,2012-01-20,High,48,24701.12000,0.04,Delivery Truck,8022.94,500.98,26.00
5656,38690,191273,87932728,2012-01-20,Low,28,697.50000,0.02,Regular Air,169.89,23.99,6.30
5718,19617,191273,64790573,2012-01-20,Low,38,952.47000,0.03,Regular Air,270.69,23.99,6.30
6672,6016,465557,23284184,2012-01-20,High,19,208.28000,0.07,Regular Air,3.63,11.48,5.43
7261,19617,781122,64790573,2012-01-20,Low,3,171.96350,0.07,Regular Air,-296.37,65.99,8.99
921,55618,444231,33932452,2012-01-21,Medium,48,1494.23200,0.04,Regular Air,479.95,35.99,1.25
1533,40706,464128,76590642,2012-01-21,Medium,40,111.04000,0.08,Express Air,45.10,2.61,0.50
6742,11428,639545,72667470,2012-01-21,Medium,16,1554.53000,0.00,Regular Air,474.66,90.48,19.99
3712,9761,419790,57347993,2012-01-22,Not Specified,2,202.64000,0.04,Delivery Truck,-221.62,90.97,14.00
5583,28582,467302,39086044,2012-01-22,Not Specified,45,377.31000,0.02,Regular Air,87.96,8.01,2.87
5878,44549,914855,93612953,2012-01-22,Medium,5,11.25000,0.08,Regular Air,-4.96,2.08,1.49
7073,9761,781408,57347993,2012-01-22,Not Specified,23,133.69000,0.08,Regular Air,-92.23,5.98,7.15
7181,28582,982190,39086044,2012-01-22,Not Specified,40,1500.17000,0.06,Express Air,423.87,39.24,1.99
284,2688,990658,8230900,2012-01-23,High,31,2080.03500,0.10,Regular Air,844.90,85.99,1.25
777,41441,368543,50955308,2012-01-23,Medium,41,221.08000,0.00,Regular Air,-108.20,4.91,5.68
5377,2688,101065,8230900,2012-01-23,High,11,1559.43550,0.01,Regular Air,61.24,155.99,3.90
6858,6373,226603,30084133,2012-01-23,Not Specified,1,62.77000,0.01,Regular Air,-36.84,60.97,4.50
2113,26053,1003701,34495598,2012-01-24,Low,48,878.75000,0.07,Express Air,70.46,18.97,9.03
3221,46243,1003701,44637256,2012-01-24,Low,31,614.35000,0.02,Express Air,78.89,18.97,9.03
4790,46243,674668,44637256,2012-01-24,Low,1,3.63000,0.03,Regular Air,-1.56,2.88,0.70
4983,44647,528974,53855677,2012-01-24,Low,47,23239.96000,0.06,Delivery Truck,6888.36,500.98,26.00
6519,46243,575546,44637256,2012-01-24,Low,31,172.99000,0.05,Regular Air,61.51,5.84,1.00
6670,44647,797793,53855677,2012-01-24,Low,24,302.91000,0.05,Regular Air,-36.76,12.28,6.13
7378,54177,464694,97394565,2012-01-25,Critical,12,480.73000,0.10,Regular Air,148.20,42.80,2.99
7379,54177,620362,97394565,2012-01-25,Critical,25,159.00000,0.10,Regular Air,-98.15,6.48,7.37
8058,26759,996641,63992081,2012-01-25,Not Specified,30,251.11000,0.03,Regular Air,10.04,7.84,4.71
2066,48003,105932,12671287,2012-01-26,Medium,12,88.06000,0.04,Regular Air,-69.05,6.48,9.68
2964,32966,852926,81950874,2012-01-26,Low,4,1035.20000,0.08,Delivery Truck,-668.06,270.97,28.06
3722,48003,584340,12671287,2012-01-26,Medium,30,183.33000,0.05,Regular Air,-106.54,5.98,4.38
6361,32966,317714,81950874,2012-01-26,Low,43,74.17000,0.01,Regular Air,-13.40,1.60,1.29
6974,28129,329142,10374472,2012-01-26,Medium,5,107.41000,0.05,Regular Air,0.19,19.98,5.86
695,41760,66293,65762504,2012-01-27,Low,40,3232.13350,0.05,Regular Air,696.95,95.99,8.99
696,41760,738011,65762504,2012-01-27,Low,7,685.72050,0.08,Regular Air,-278.87,115.99,2.50
1044,36418,364648,94808461,2012-01-27,Not Specified,33,207.92000,0.08,Express Air,-124.84,6.23,6.97
2234,41760,525720,65762504,2012-01-27,Low,22,247.45000,0.00,Regular Air,-133.18,9.98,12.52
2235,41760,116470,65762504,2012-01-27,Low,21,6688.66000,0.04,Regular Air,2648.08,315.98,19.99
4528,4804,315687,71636340,2012-01-27,High,13,463.83000,0.00,Regular Air,103.26,33.98,1.99
5228,45984,933643,95323982,2012-01-27,Medium,27,80.33000,0.01,Regular Air,2.49,2.94,0.96
7717,31170,939190,31708946,2012-01-27,Medium,32,320.57000,0.09,Regular Air,27.95,10.13,1.99
3414,46852,661762,60748220,2012-01-28,Not Specified,46,1591.89000,0.02,Express Air,-117.31,34.98,7.53
4904,46852,391118,60748220,2012-01-28,Not Specified,44,220.07000,0.01,Regular Air,-158.42,4.89,4.93
5408,36484,664514,32775334,2012-01-28,Critical,41,2380.56950,0.01,Express Air,740.48,65.99,3.90
6494,8070,930243,49397035,2012-01-28,Medium,14,622.72000,0.00,Regular Air,76.51,40.97,8.99
4229,3168,112907,104752832,2012-01-29,Low,14,80.60000,0.04,Regular Air,-4.20,5.28,3.96
778,53795,192952,23649246,2012-01-30,High,21,3356.73500,0.05,Regular Air,370.33,195.99,4.20
1032,20003,196162,31001244,2012-01-30,Medium,5,141.97550,0.09,Regular Air,-88.94,35.99,0.99
1710,9925,686443,71736805,2012-01-30,Critical,43,1751.68000,0.10,Express Air,771.83,41.94,2.99
1739,20003,284312,5656997,2012-01-30,Medium,39,796.08000,0.05,Regular Air,30.29,19.98,4.00
2913,9925,361951,71736805,2012-01-30,Critical,31,684.50000,0.02,Regular Air,-27.99,21.38,8.99
3561,44167,872550,56764115,2012-01-30,Critical,23,3194.05000,0.08,Regular Air,608.52,142.86,19.99
4854,9253,633903,97606910,2012-01-30,Critical,36,1644.22000,0.05,Regular Air,563.09,46.94,6.77
7229,53795,307544,23649246,2012-01-30,High,40,264.60000,0.10,Express Air,-93.06,6.48,6.22
7651,9925,99546,71736805,2012-01-30,Critical,17,86.47000,0.07,Regular Air,-9.35,5.28,2.99
804,41312,851117,15087878,2012-01-31,Not Specified,21,787.63000,0.05,Regular Air,140.22,39.48,1.99
4532,20256,326842,61094278,2012-01-31,Low,24,512.83000,0.01,Regular Air,-221.56,20.89,11.52
7585,57280,653263,10691025,2012-01-31,Medium,44,299.85000,0.03,Express Air,-260.80,6.48,10.05
7832,54020,373891,15836964,2012-01-31,Low,35,648.58000,0.05,Regular Air,182.63,18.97,5.21
7833,54020,814247,15836964,2012-01-31,Low,43,270.56000,0.09,Regular Air,-140.48,6.48,6.86
377,58113,196617,76519514,2012-02-01,High,12,2077.18750,0.05,Express Air,-38.07,200.99,4.20
2034,58113,516201,76519514,2012-02-01,High,48,362.71000,0.07,Regular Air,-88.95,7.68,6.16
3109,34470,762722,97049232,2012-02-01,Critical,31,2966.13000,0.08,Delivery Truck,-1456.31,100.98,57.38
4624,6757,398909,91212283,2012-02-01,Medium,27,869.78000,0.10,Regular Air,43.36,34.76,8.22
5591,50148,388220,70910022,2012-02-01,Medium,9,17965.45000,0.00,Regular Air,3459.43,1938.02,13.99
6386,6757,952554,91212283,2012-02-01,Medium,11,2503.00800,0.10,Delivery Truck,-298.62,286.85,61.76
2427,32513,351447,28395632,2012-02-02,Low,23,3982.21000,0.03,Regular Air,1413.94,165.98,19.99
3153,8832,1100539,67300487,2012-02-02,Low,39,647.81000,0.10,Regular Air,8.65,17.67,8.99
5797,32513,317714,28395632,2012-02-02,Low,40,66.55000,0.01,Regular Air,-15.13,1.60,1.29
5819,41345,864642,39020168,2012-02-02,Medium,36,66.41000,0.04,Regular Air,0.37,1.88,0.79
7358,22916,653263,71098769,2012-02-02,Medium,18,122.02000,0.04,Regular Air,-115.00,6.48,10.05
7741,39813,160229,56692640,2012-02-02,Critical,48,314.34000,0.03,Regular Air,-130.50,6.48,6.60
2058,7072,231361,75226845,2012-02-04,Critical,29,258.61000,0.07,Regular Air,-15.96,8.85,5.60
7231,40100,153113,23649246,2012-02-04,Low,47,1001.17000,0.00,Regular Air,333.18,19.98,5.77
16,34083,367450,38512011,2012-02-05,Not Specified,29,1415.14800,0.02,Express Air,-64.94,55.99,5.00
4118,40098,663528,69306501,2012-02-05,Low,46,557.35000,0.00,Regular Air,-9.19,11.50,7.19
4730,50567,830831,97049232,2012-02-05,Medium,22,1505.67000,0.10,Delivery Truck,-436.23,70.98,30.00
5151,16548,690604,55792985,2012-02-05,Not Specified,40,3028.86000,0.04,Regular Air,-2595.65,71.37,69.00
5449,16548,228599,12671287,2012-02-05,Not Specified,22,75.19000,0.06,Regular Air,-59.12,3.28,3.97
7348,40098,949585,69306501,2012-02-05,Low,50,490.87000,0.00,Regular Air,190.93,9.68,2.03
3161,24448,73324,91977284,2012-02-06,High,46,11036.16000,0.05,Delivery Truck,1187.80,236.97,59.24
3905,2755,444448,96392681,2012-02-06,Not Specified,30,736.30000,0.03,Regular Air,259.07,24.95,2.99
5941,16866,967595,18837338,2012-02-06,Not Specified,43,2357.90850,0.06,Regular Air,538.49,65.99,3.99
7212,2755,813690,96392681,2012-02-06,Not Specified,50,346.06000,0.00,Regular Air,-76.54,6.48,5.86
7908,58978,591346,73720984,2012-02-06,Low,13,75.89000,0.09,Regular Air,-31.01,5.98,5.15
1384,27909,154089,86931361,2012-02-07,Critical,47,58.53000,0.07,Regular Air,-24.86,1.26,0.70
3529,11683,930353,14649835,2012-02-07,Not Specified,28,1650.41100,0.03,Regular Air,335.08,65.99,5.99
4563,50822,665810,74751607,2012-02-07,Medium,37,316.35000,0.01,Express Air,-52.18,8.12,2.83
6280,28390,487515,93607330,2012-02-07,High,44,809.77000,0.10,Regular Air,83.48,20.28,6.68
6319,50822,165300,74751607,2012-02-07,Medium,6,1635.29000,0.10,Regular Air,7.92,276.20,24.49
6822,8224,616627,109421866,2012-02-07,Not Specified,41,89.77000,0.03,Regular Air,9.92,2.21,1.00
7337,34117,734492,35678860,2012-02-07,High,45,299.94000,0.06,Regular Air,38.74,6.75,2.99
7501,27909,385812,86931361,2012-02-07,Critical,1,62.26000,0.09,Regular Air,-23.24,54.96,10.75
399,28198,250333,19984778,2012-02-08,Medium,50,7703.96650,0.00,Regular Air,2446.50,175.99,8.99
669,37763,796442,55790716,2012-02-08,Not Specified,24,1247.92750,0.10,Regular Air,186.42,65.99,2.50
1043,27557,287242,94808461,2012-02-08,Low,18,56.13000,0.02,Regular Air,-58.47,2.88,5.33
2090,23140,700485,72691604,2012-02-08,High,18,1713.80000,0.05,Regular Air,1125.29,99.23,8.99
4965,27109,124828,50882136,2012-02-08,Critical,48,538.22000,0.01,Regular Air,-154.66,10.97,6.50
5468,23140,942547,72691604,2012-02-08,High,16,116.69000,0.02,Regular Air,11.69,7.08,2.35
5584,37763,72789,55790716,2012-02-08,Not Specified,29,169.61000,0.10,Regular Air,-211.06,5.94,9.92
448,51111,330371,77512636,2012-02-09,Not Specified,1,61.09800,0.02,Regular Air,-257.72,65.99,5.92
842,29507,332331,98758480,2012-02-09,Low,41,1274.94900,0.05,Regular Air,416.99,35.99,1.10
2455,4162,226162,18657017,2012-02-09,Low,2,381.60000,0.10,Regular Air,-319.02,193.17,19.99
350,10917,497741,33888882,2012-02-10,Critical,14,1281.35800,0.09,Express Air,-90.12,115.99,5.99
4231,33414,649376,39669813,2012-02-10,Not Specified,9,37.22000,0.03,Regular Air,-2.76,4.13,1.17
5155,35492,489031,42923007,2012-02-10,Medium,36,455.93000,0.02,Express Air,83.51,12.64,4.98
6797,50784,220034,73150949,2012-02-10,High,20,638.72000,0.04,Regular Air,-130.88,32.98,5.50
7840,30599,1010521,90358264,2012-02-10,Not Specified,23,105.93000,0.05,Regular Air,33.47,4.76,0.88
93,13157,518917,16666221,2012-02-11,Medium,2,38.93000,0.07,Regular Air,-102.43,20.99,4.81
895,8007,930660,89205766,2012-02-11,Low,35,3332.06000,0.09,Regular Air,412.63,99.99,19.99
1970,18500,224170,79755549,2012-02-11,Medium,30,2536.31000,0.01,Regular Air,-643.46,80.98,35.00
2061,56514,952000,6794165,2012-02-11,Low,3,110.00000,0.02,Regular Air,-24.43,30.98,11.63
2308,17093,241264,55611186,2012-02-11,Not Specified,50,4550.06000,0.10,Delivery Truck,-1335.32,95.98,58.20
3488,54981,945043,97894366,2012-02-11,High,31,1024.31000,0.03,Regular Air,174.72,31.74,12.62
3618,18500,724277,79755549,2012-02-11,Medium,44,2507.79000,0.08,Delivery Truck,-779.81,58.14,36.61
5349,18500,220034,79755549,2012-02-11,Medium,30,1052.68000,0.02,Regular Air,-19.27,32.98,5.50
6897,8007,434079,16917108,2012-02-11,Low,5,820.56450,0.09,Regular Air,-800.25,205.99,8.99
7083,56514,1073132,6794165,2012-02-11,Low,35,186.89000,0.02,Regular Air,-153.20,4.98,7.54
903,14272,352439,85555346,2012-02-12,Medium,32,2409.96000,0.07,Regular Air,575.10,80.98,4.50
1035,38661,196162,51000782,2012-02-12,High,6,170.37400,0.09,Regular Air,-67.13,35.99,0.99
2925,4199,1016325,55788434,2012-02-12,Critical,43,639.71000,0.01,Express Air,102.53,14.20,5.30
4113,10593,768272,67636836,2012-02-12,High,26,723.82000,0.05,Regular Air,-40.98,27.42,19.46
4114,10593,224619,67636836,2012-02-12,High,27,435.27000,0.05,Regular Air,-147.51,15.98,8.99
7320,38661,160229,51000782,2012-02-12,High,48,326.10000,0.04,Regular Air,-118.74,6.48,6.60
2012,33184,445951,15023876,2012-02-13,Not Specified,32,402.49000,0.00,Regular Air,41.79,11.70,5.63
3661,33184,918904,15023876,2012-02-13,Not Specified,1,1754.29000,0.09,Regular Air,-961.50,1889.99,19.99
6286,40772,380477,76651111,2012-02-13,Critical,15,128.27000,0.00,Regular Air,22.85,7.89,2.82
6310,34211,717095,7178696,2012-02-13,Not Specified,15,136.49000,0.10,Regular Air,36.23,9.93,1.09
603,54053,924094,54579533,2012-02-14,High,34,5634.35250,0.03,Regular Air,1185.41,200.99,8.08
1138,54053,367450,79845128,2012-02-14,High,18,821.78850,0.06,Express Air,-230.34,55.99,5.00
1558,1154,175474,91884763,2012-02-14,Critical,23,115.10000,0.02,Regular Air,53.13,4.91,0.50
5038,1154,924506,46170980,2012-02-14,Critical,44,4462.23000,0.04,Delivery Truck,440.72,100.98,26.22
5039,1154,690604,46170980,2012-02-14,Critical,11,663.78400,0.25,Regular Air,-481.04,71.37,69.00
6803,1537,1029916,44863503,2012-02-14,Not Specified,5,16.60000,0.07,Regular Air,-20.30,2.16,6.05
6922,1154,181963,27235722,2012-02-14,Critical,7,516.65000,0.01,Express Air,57.10,70.97,3.50
7781,43203,598592,29172730,2012-02-14,Not Specified,32,225.16000,0.02,Regular Air,-33.69,6.68,5.20
354,32292,497741,65676679,2012-02-15,Low,49,5008.76100,0.04,Regular Air,1601.64,115.99,5.99
1449,29473,560855,14825481,2012-02-15,Medium,31,206.28650,0.05,Regular Air,-111.98,7.99,5.03
2291,54371,888871,13314221,2012-02-15,Not Specified,7,118.63000,0.05,Regular Air,6.30,16.74,5.08
3939,38052,728530,54628732,2012-02-15,Low,13,542.60000,0.03,Regular Air,118.40,40.98,1.99
5210,32292,855099,40573457,2012-02-15,Low,1,13.53000,0.07,Regular Air,-6.73,11.55,2.36
5680,54371,200320,13314221,2012-02-15,Not Specified,28,115.02000,0.00,Regular Air,46.30,3.78,0.71
855,31106,567704,10406639,2012-02-16,Low,43,4697.03200,0.00,Regular Air,1263.01,125.99,5.63
857,31106,559119,10406639,2012-02-16,Low,45,259.17000,0.01,Regular Air,-57.33,5.68,3.60
858,31106,464128,10406639,2012-02-16,Low,37,101.90000,0.00,Regular Air,40.52,2.61,0.50
1415,14212,605916,71827888,2012-02-16,Critical,8,21.99000,0.02,Regular Air,4.63,2.61,0.50
2332,31106,552434,10406639,2012-02-16,Low,7,187.33000,0.03,Regular Air,66.47,25.13,9.87
2691,14212,845978,71827888,2012-02-16,Critical,4,31.18000,0.00,Regular Air,-17.16,6.24,5.22
183,40067,781795,30354681,2012-02-17,Low,38,2157.30850,0.00,Regular Air,519.25,65.99,5.31
562,14240,373440,20566789,2012-02-17,High,24,68.88000,0.00,Regular Air,1.31,2.78,1.49
973,40065,394140,23074221,2012-02-17,High,4,76.86550,0.04,Express Air,-54.51,20.99,0.99
2194,41830,651577,92103421,2012-02-17,Low,42,5361.08000,0.00,Delivery Truck,1841.92,120.97,26.30
