OrderID	ProductID	CustomerID	OrderDate	OrderPriority	OrderQuantity	Sales	Discount	ShipMode	Profit	UnitPrice	ShippingCost
3172	933326	85111166	2012-06-02	Not Specified	33	584.51100	0.05	Regular Air	-95.98	20.99	3.30
24705	69354	85111166	2011-09-15	Critical	34	260.51000	0.03	Regular Air	-127.52	7.30	7.72
14018	1000550	85111166	2010-06-06	High	30	160.68000	0.08	Express Air	77.75	4.98	0.49
42246	293693	79674261	2012-04-26	Not Specified	5	25.31000	0.05	Regular Air	-0.50	4.84	0.71
2691	329429	79674261	2012-04-29	Low	14	3363.14000	0.10	Delivery Truck	98.75	260.98	41.91
53698	293693	74639533	2012-06-16	Medium	10	55.33000	0.00	Express Air	13.38	4.84	0.71
6592	260010	74639533	2009-12-01	Low	29	194.29000	0.09	Regular Air	-177.17	6.84	8.37
44960	225839	74639533	2011-05-03	Low	22	180.92000	0.10	Regular Air	-82.54	8.57	6.14
44960	841964	74639533	2011-05-03	Low	17	31.68000	0.04	Regular Air	-23.69	1.70	1.99
37473	585679	28257713	2009-10-01	Low	42	88.23000	0.10	Regular Air	-195.93	2.18	5.00
5543	585679	14649835	2010-09-24	Medium	27	67.30000	0.02	Regular Air	-115.38	2.18	5.00
5543	196600	14649835	2010-09-24	Medium	15	703.54000	0.04	Regular Air	138.46	48.58	3.99
2628	585679	99328710	2010-10-21	Low	14	34.59000	0.04	Regular Air	-60.13	2.18	5.00
11362	585679	23051437	2012-09-10	Low	27	63.02000	0.07	Regular Air	-119.66	2.18	5.00
37888	178608	23051437	2009-12-22	Critical	31	639.19000	0.09	Regular Air	274.90	20.98	1.49
3808	484597	104239922	2009-04-23	Critical	2	6.13000	0.08	Regular Air	-2.83	2.89	0.49
21799	805629	104239922	2011-04-19	Not Specified	42	115.99000	0.05	Express Air	-53.35	2.60	2.40
22628	682640	104239922	2009-10-29	Medium	30	2951.70000	0.02	Delivery Truck	-1111.45	95.95	74.35
35300	484597	44905147	2010-03-02	Medium	10	28.81000	0.02	Regular Air	7.15	2.89	0.49
10048	114426	17033987	2009-05-15	Not Specified	21	78.57000	0.02	Regular Air	-20.65	3.68	1.32
19074	245102	17033987	2012-06-25	Critical	17	3816.59000	0.01	Delivery Truck	191.47	208.16	68.02
21856	399302	17033987	2012-04-05	Not Specified	47	168.55000	0.05	Regular Air	71.77	3.69	0.50
35461	114426	8480164	2009-06-01	Critical	30	112.60000	0.04	Regular Air	-25.99	3.68	1.32
35461	943159	8480164	2009-06-01	Critical	11	48.75000	0.08	Regular Air	3.50	4.49	1.49
35782	671340	8480164	2011-08-05	Low	13	1330.73000	0.06	Delivery Truck	-450.10	105.49	41.64
16545	114426	84795584	2010-05-09	Not Specified	1	4.99000	0.04	Regular Air	-3.06	3.68	1.32
12771	961470	84795584	2009-01-17	Critical	40	1143.49000	0.08	Regular Air	-193.44	30.53	19.99
4935	114426	63582475	2010-05-24	Not Specified	30	106.64000	0.10	Regular Air	-31.95	3.68	1.32
47303	547380	63582475	2011-12-05	Medium	7	56.90000	0.03	Regular Air	12.64	7.64	1.39
21729	234415	63582475	2012-12-06	Low	28	120.98000	0.00	Regular Air	-92.85	4.13	5.34
36896	464128	63582475	2009-11-03	Critical	12	34.01000	0.00	Regular Air	10.58	2.61	0.50
31393	114426	2717381	2012-05-11	Critical	31	110.32000	0.09	Regular Air	-32.65	3.68	1.32
28870	738011	2717381	2011-11-10	High	35	3310.94550	0.05	Regular Air	822.40	115.99	2.50
33159	394140	2717381	2012-04-27	Medium	3	56.69500	0.01	Regular Air	-70.97	20.99	0.99
27780	114426	69563791	2012-10-20	Critical	39	147.71000	0.00	Regular Air	-30.25	3.68	1.32
13607	851117	69563791	2010-11-18	Critical	12	440.60000	0.07	Regular Air	2.97	39.48	1.99
19559	72479	69563791	2010-04-15	High	14	1032.02750	0.07	Express Air	97.40	85.99	0.99
13607	605916	69563791	2010-11-18	Critical	37	109.90000	0.09	Express Air	48.52	2.61	0.50
27780	358060	69563791	2012-10-20	Critical	18	56.41000	0.02	Regular Air	11.92	3.08	0.99
53572	939925	87034117	2010-05-07	Medium	17	184.09000	0.07	Regular Air	4.79	11.09	5.25
48388	730110	87034117	2009-08-09	High	3	21.64000	0.08	Regular Air	-13.33	5.74	5.01
1699	939925	25507147	2010-12-29	Critical	40	430.88000	0.05	Regular Air	39.00	11.09	5.25
26304	529361	25507147	2011-03-19	Medium	43	7452.13700	0.02	Regular Air	2028.36	205.99	5.99
18432	793081	25507147	2011-03-12	High	12	76.42000	0.02	Express Air	20.44	5.84	0.83
30532	939925	47450738	2011-11-26	High	23	262.31000	0.04	Express Air	27.55	11.09	5.25
32000	638256	47450738	2012-09-13	Low	49	162.16000	0.05	Regular Air	24.95	3.29	1.35
38084	704553	47450738	2009-03-20	Not Specified	11	100.36000	0.02	Regular Air	18.41	9.11	2.15
18466	939925	16666221	2012-05-21	Low	25	270.16000	0.09	Regular Air	16.92	11.09	5.25
18849	939925	16666221	2012-08-05	High	43	471.87000	0.05	Regular Air	52.27	11.09	5.25
13157	518917	16666221	2012-02-11	Medium	2	38.93000	0.07	Regular Air	-102.43	20.99	4.81
18849	539744	16666221	2012-08-05	High	39	539.60000	0.06	Regular Air	-6.50	13.79	8.78
23360	234470	96327900	2009-05-11	Low	30	512.97000	0.01	Express Air	261.29	15.67	1.39
5698	234470	38344188	2009-05-20	Medium	7	108.26000	0.06	Regular Air	25.51	15.67	1.39
16161	592978	38344188	2012-07-28	Medium	49	2692.68950	0.03	Regular Air	768.32	65.99	4.20
13986	851117	38344188	2011-10-11	High	46	1905.79000	0.01	Regular Air	675.65	39.48	1.99
57153	234470	59981908	2009-05-26	Critical	45	698.10000	0.01	Regular Air	336.25	15.67	1.39
7430	234470	89759693	2010-06-08	Medium	50	751.77000	0.05	Regular Air	353.20	15.67	1.39
57568	234470	56764115	2010-06-17	Not Specified	38	592.54000	0.07	Regular Air	282.11	15.67	1.39
56960	748546	56764115	2009-08-06	High	48	2784.82950	0.01	Express Air	788.29	65.99	4.20
39521	871664	56764115	2009-08-09	Low	28	112.35000	0.10	Regular Air	31.27	4.13	0.99
4610	234470	44817590	2010-06-17	Low	29	447.34000	0.08	Regular Air	203.01	15.67	1.39
43713	805629	44817590	2012-09-07	Medium	12	34.41000	0.05	Regular Air	-17.69	2.60	2.40
4610	564279	44817590	2010-06-17	Low	8	66.88000	0.09	Regular Air	-17.01	8.33	1.99
46436	196162	44817590	2009-04-04	Low	46	1477.57200	0.00	Regular Air	840.05	35.99	0.99
53445	638256	44817590	2012-10-24	High	21	73.80000	0.02	Regular Air	11.23	3.29	1.35
19205	302731	44817590	2010-07-26	Medium	31	107.97000	0.00	Regular Air	2.36	3.26	1.86
27811	456509	44817590	2011-03-04	Not Specified	31	197.59000	0.09	Regular Air	-73.62	6.81	5.48
24646	234470	48076280	2011-04-15	Not Specified	46	662.51000	0.09	Regular Air	293.32	15.67	1.39
23104	375694	48076280	2011-04-09	Medium	24	142.80000	0.01	Regular Air	-25.00	5.81	3.37
10309	178608	48076280	2009-11-21	Low	23	496.15000	0.03	Regular Air	213.38	20.98	1.49
51974	182998	48076280	2011-01-26	High	2	23.18000	0.05	Regular Air	-14.88	8.60	6.19
9921	234470	80727603	2011-05-14	Low	23	356.09000	0.05	Regular Air	155.82	15.67	1.39
26976	234470	20148851	2011-05-20	Not Specified	44	729.75000	0.02	Regular Air	375.25	15.67	1.39
26976	259219	20148851	2011-05-20	Not Specified	11	1154.93750	0.04	Express Air	-176.06	125.99	8.99
29411	234470	59062935	2012-04-06	High	33	542.24000	0.02	Regular Air	268.53	15.67	1.39
21796	234470	40615970	2012-05-06	Low	41	607.13000	0.10	Regular Air	274.66	15.67	1.39
21796	518917	40615970	2012-05-06	Low	2	40.82550	0.01	Regular Air	-99.98	20.99	4.81
46468	851117	40615970	2011-01-11	Critical	41	1618.31000	0.08	Express Air	504.71	39.48	1.99
57091	494349	40615970	2011-10-31	Medium	6	14.85000	0.05	Express Air	-2.79	1.68	1.02
38564	480920	40615970	2009-11-02	Critical	21	98.51000	0.10	Express Air	45.93	4.13	0.50
26310	234470	101078507	2012-07-29	Not Specified	5	77.41000	0.05	Regular Air	9.35	15.67	1.39
47522	234470	39049481	2012-10-23	High	5	80.56000	0.03	Regular Air	12.50	15.67	1.39
44261	803900	39049481	2012-03-23	High	10	306.66300	0.07	Regular Air	-17.41	35.99	5.99
7461	789601	38038963	2009-01-12	Low	28	260.79000	0.00	Regular Air	111.40	8.74	1.39
44198	933326	38038963	2011-01-04	Critical	35	625.94850	0.04	Express Air	-87.02	20.99	3.30
39270	375694	38038963	2011-02-06	High	11	65.78000	0.07	Regular Air	-17.42	5.81	3.37
34498	789601	60181220	2009-02-15	Low	4	47.12000	0.09	Express Air	10.80	8.74	1.39
42243	498918	60181220	2012-03-11	Medium	19	145.26000	0.05	Regular Air	-35.75	7.35	5.96
54819	275481	60181220	2009-10-10	Low	46	2710.50550	0.03	Regular Air	624.12	65.99	8.80
59044	358060	60181220	2011-07-20	Critical	6	20.19000	0.02	Regular Air	1.25	3.08	0.99
13542	789601	96145776	2009-03-08	Low	33	310.44000	0.03	Regular Air	-90.21	8.74	8.29
15524	559119	96145776	2012-05-11	Medium	27	156.82000	0.03	Regular Air	-37.62	5.68	3.60
18119	789601	92369283	2009-06-24	Low	37	347.84000	0.00	Regular Air	-99.25	8.74	8.29
28519	72479	92369283	2010-06-22	High	4	268.71050	0.09	Regular Air	-337.66	85.99	0.99
38887	463033	92369283	2009-10-24	Critical	25	378.90000	0.02	Regular Air	28.46	14.45	7.17
50882	1038283	92369283	2010-08-31	High	37	366.84000	0.08	Regular Air	-50.10	10.23	4.68
58725	789601	39306812	2010-05-20	Not Specified	39	335.35000	0.05	Regular Air	-134.97	8.74	8.29
2055	789601	10374472	2010-09-03	Critical	7	66.41000	0.05	Regular Air	-32.35	8.74	8.29
14048	209111	10374472	2010-05-17	Not Specified	40	2035.39300	0.01	Regular Air	1152.69	55.99	1.25
37829	789601	51874025	2010-09-29	Not Specified	28	257.90000	0.00	Regular Air	-84.69	8.74	8.29
37792	481924	51874025	2011-12-29	High	49	183.08000	0.01	Regular Air	82.49	3.69	0.50
12261	789601	91811409	2010-10-23	Low	23	217.35000	0.00	Regular Air	-67.19	8.74	8.29
53024	367450	91811409	2012-05-12	Not Specified	46	2255.19450	0.03	Regular Air	74.51	55.99	5.00
12261	923574	91811409	2010-10-23	Low	19	281.74000	0.06	Regular Air	25.67	14.56	3.50
44706	746518	91811409	2010-03-30	Low	33	47.48000	0.07	Regular Air	3.35	1.48	0.70
26050	789601	90514203	2011-06-16	High	44	365.24000	0.09	Regular Air	-163.13	8.74	8.29
26279	577469	90514203	2009-07-30	Not Specified	7	211.74350	0.04	Regular Air	-33.31	35.99	1.25
58598	75225	90514203	2011-08-22	Medium	25	89.32000	0.01	Regular Air	33.46	3.41	0.70
5381	417731	90514203	2010-01-28	Low	27	63.87000	0.09	Regular Air	-149.93	2.18	7.09
19653	540260	90514203	2012-09-11	Not Specified	34	125.46000	0.07	Regular Air	-129.63	3.58	5.47
55270	612766	90514203	2010-01-22	Medium	1	35.14000	0.02	Regular Air	-12.75	29.17	6.27
12293	789601	97428330	2011-06-18	High	31	283.17000	0.00	Regular Air	119.64	8.74	1.39
10852	355734	97428330	2010-10-26	High	40	12450.48000	0.01	Delivery Truck	3030.16	300.98	54.92
11269	175474	97428330	2012-05-26	Low	49	233.28000	0.04	Regular Air	112.35	4.91	0.50
52930	789601	55283064	2011-11-08	Low	16	136.98000	0.04	Regular Air	44.12	8.74	1.39
52930	925732	55283064	2011-11-08	Low	24	1112.15700	0.09	Regular Air	140.81	55.99	3.30
52930	209111	55283064	2011-11-08	Low	40	1865.58850	0.02	Regular Air	972.90	55.99	1.25
56995	730110	55283064	2009-10-15	Medium	27	157.57000	0.08	Express Air	-57.06	5.74	5.01
31523	789601	33980383	2012-03-08	Low	19	179.33000	0.00	Regular Air	-58.76	8.74	8.29
29537	681809	33980383	2012-09-19	Low	30	318.56000	0.08	Express Air	-30.97	10.89	4.50
5473	789601	24088027	2012-03-24	Not Specified	42	355.69000	0.09	Regular Air	-149.46	8.74	8.29
40134	681809	24088027	2011-10-09	Low	10	109.37000	0.10	Regular Air	-21.66	10.89	4.50
22373	789601	20071951	2012-03-28	High	26	233.03000	0.05	Express Air	-86.34	8.74	8.29
27461	607679	20071951	2010-02-26	Critical	40	121.92000	0.09	Express Air	51.23	2.88	0.50
55749	789601	50179492	2012-05-03	Critical	42	364.80000	0.01	Regular Air	149.45	8.74	1.39
11011	789601	61616872	2012-05-13	High	36	305.62000	0.10	Regular Air	-129.86	8.74	8.29
41383	686443	61616872	2010-05-12	Low	36	1449.45000	0.04	Regular Air	620.07	41.94	2.99
48423	789601	21703579	2012-10-31	High	49	414.11000	0.08	Regular Air	-172.32	8.74	8.29
59776	547380	28130934	2009-03-09	Low	35	285.01000	0.01	Express Air	124.82	7.64	1.39
28867	66293	28130934	2011-07-22	Medium	26	2169.75250	0.02	Regular Air	374.75	95.99	8.99
52197	519606	28130934	2012-08-04	Critical	23	91.94000	0.01	Regular Air	-10.11	3.95	2.00
13735	547380	66378277	2009-05-21	Medium	36	281.71000	0.02	Regular Air	117.38	7.64	1.39
32037	182998	66378277	2009-02-16	Low	37	311.66000	0.04	Regular Air	-63.81	8.60	6.19
43974	547380	16627071	2009-09-16	Not Specified	8	64.23000	0.03	Regular Air	15.83	7.64	1.39
47683	221283	16627071	2010-09-01	Low	38	81.97000	0.05	Regular Air	-148.80	1.98	4.77
7744	547380	102252318	2009-11-17	Low	1	8.34000	0.09	Regular Air	-3.44	7.64	1.39
802	314991	102252318	2011-01-04	Critical	2	38.50000	0.09	Regular Air	-52.14	15.99	9.40
22501	547380	30354681	2010-05-18	High	2	30.83000	0.04	Express Air	7.27	7.64	1.39
33444	805629	30354681	2012-10-06	Medium	11	30.51000	0.09	Regular Air	-17.68	2.60	2.40
40067	781795	30354681	2012-02-17	Low	38	2157.30850	0.00	Regular Air	519.25	65.99	5.31
9763	480920	30354681	2011-08-13	Medium	44	176.26000	0.07	Regular Air	75.13	4.13	0.50
11014	547380	21462074	2010-09-07	High	39	286.81000	0.07	Regular Air	110.05	7.64	1.39
4389	397917	21462074	2009-05-04	Medium	42	2455.27600	0.04	Express Air	693.06	65.99	5.63
48293	547380	41989638	2012-04-09	Critical	47	370.60000	0.03	Regular Air	160.72	7.64	1.39
34980	236065	41989638	2010-08-02	Not Specified	7	140.77000	0.01	Regular Air	100.77	18.65	3.77
34980	91978	41989638	2010-08-02	Not Specified	12	562.15000	0.01	Regular Air	148.34	46.89	5.10
48199	881139	26995184	2009-01-18	Not Specified	47	672.46000	0.10	Regular Air	279.74	15.74	1.39
28836	192952	26995184	2010-10-24	High	50	8221.29350	0.06	Regular Air	2342.21	195.99	4.20
4454	364652	26995184	2009-02-01	Low	17	55.45000	0.01	Regular Air	21.42	3.08	0.50
998	881139	31594679	2009-11-25	Not Specified	16	248.26000	0.07	Regular Air	93.80	15.74	1.39
8292	881139	3704525	2010-02-01	Not Specified	18	299.87000	0.02	Regular Air	130.04	15.74	1.39
20900	580148	3704525	2010-11-24	Low	50	1978.36650	0.00	Regular Air	483.60	45.99	4.99
19558	638256	3704525	2011-02-25	Low	2	7.98000	0.04	Regular Air	-3.93	3.29	1.35
27879	881139	20705818	2010-02-26	Medium	44	669.01000	0.08	Regular Air	299.35	15.74	1.39
15651	171527	20705818	2012-10-04	Critical	8	1496.83000	0.07	Delivery Truck	-329.72	179.29	56.20
49767	881139	81843446	2010-11-08	Critical	43	634.38000	0.09	Regular Air	272.40	15.74	1.39
32165	529796	81843446	2012-10-14	Not Specified	38	2939.68250	0.02	Regular Air	192.06	85.99	0.99
36773	746721	81843446	2010-09-23	Not Specified	24	2048.78000	0.05	Regular Air	994.68	83.98	5.01
26214	881139	43018738	2011-11-20	Medium	19	305.68000	0.10	Express Air	128.17	15.74	1.39
24993	904387	43018738	2010-03-11	High	36	1561.22050	0.09	Regular Air	-226.82	55.99	2.50
24193	529796	43018738	2009-03-14	Not Specified	19	1426.51250	0.04	Regular Air	-175.18	85.99	0.99
16422	1038283	43018738	2011-10-09	Critical	16	171.50000	0.02	Regular Air	-20.41	10.23	4.68
772	321823	108626146	2010-04-16	High	25	233.05000	0.10	Regular Air	86.93	9.90	1.39
36739	680802	108626146	2009-10-08	Not Specified	27	331.17000	0.07	Regular Air	97.19	12.22	2.85
772	899702	108626146	2010-04-16	High	35	589.24000	0.08	Regular Air	-38.35	17.52	8.17
40512	321823	98185921	2010-09-17	Medium	41	405.83000	0.06	Regular Air	178.86	9.90	1.39
59491	680802	98185921	2012-03-24	High	46	562.95000	0.06	Regular Air	147.12	12.22	2.85
59491	540260	98185921	2012-03-24	High	8	32.31000	0.09	Regular Air	-33.59	3.58	5.47
35841	321823	17767864	2011-05-08	Medium	23	230.41000	0.06	Regular Air	94.39	9.90	1.39
8162	428422	17767864	2009-10-07	Medium	25	670.39000	0.03	Regular Air	-82.26	27.48	4.00
59969	321823	21909421	2012-01-11	High	42	437.73000	0.01	Regular Air	205.70	9.90	1.39
55808	518917	21909421	2011-02-14	Not Specified	45	837.38600	0.03	Regular Air	104.33	20.99	4.81
57477	988535	21909421	2010-09-26	High	45	3086.51150	0.08	Regular Air	1560.96	85.99	2.50
57477	923574	21909421	2010-09-26	High	50	745.48000	0.02	Regular Air	119.12	14.56	3.50
292	321823	26421512	2012-01-12	High	43	412.62000	0.08	Regular Air	175.54	9.90	1.39
9829	659453	26421512	2011-12-08	Critical	4	18.46000	0.06	Regular Air	-0.43	4.91	0.50
51044	321823	73966703	2012-01-18	Low	17	155.89000	0.10	Regular Air	50.19	9.90	1.39
36003	368543	73966703	2010-10-31	Medium	40	207.42000	0.04	Regular Air	-115.35	4.91	5.68
16262	954944	73966703	2011-01-01	Low	11	62.84000	0.06	Express Air	9.53	5.18	2.04
24384	659453	73966703	2011-03-26	Medium	44	205.11000	0.06	Regular Air	95.52	4.91	0.50
51044	793081	73966703	2012-01-18	Low	19	117.27000	0.01	Regular Air	35.45	5.84	0.83
1542	196600	73966703	2010-09-14	Medium	47	2150.25000	0.06	Regular Air	586.93	48.58	3.99
30567	245102	79755549	2009-01-14	Not Specified	14	2690.84000	0.10	Delivery Truck	-368.02	208.16	68.02
24352	381880	79755549	2010-05-10	Critical	32	103.48000	0.03	Regular Air	20.53	3.14	1.14
12067	730110	79755549	2010-02-04	Critical	45	271.06000	0.00	Regular Air	-76.60	5.74	5.01
37440	245102	9043071	2010-06-23	Not Specified	39	8407.08000	0.04	Delivery Truck	629.40	208.16	68.02
293	245102	60345992	2012-10-01	High	49	10123.02000	0.07	Delivery Truck	457.81	208.16	68.02
21634	245102	73316576	2012-10-28	Not Specified	8	1611.73000	0.10	Delivery Truck	-314.61	208.16	68.02
30208	580148	73316576	2012-07-16	Low	46	1752.09650	0.10	Regular Air	356.35	45.99	4.99
36130	841915	73316576	2012-09-13	Critical	23	394.80000	0.10	Regular Air	-113.80	17.98	4.00
59906	704553	73316576	2010-05-20	High	32	284.92000	0.03	Regular Air	81.29	9.11	2.15
3395	498918	95284420	2009-10-29	Not Specified	1	13.16000	0.03	Regular Air	-10.29	7.35	5.96
30147	709485	95284420	2012-06-17	Not Specified	37	740.14000	0.06	Regular Air	29.73	19.98	10.49
3395	432501	95284420	2009-10-29	Not Specified	31	181.17000	0.06	Express Air	-59.88	5.38	5.24
15622	861428	95284420	2011-08-25	High	34	8581.25000	0.00	Delivery Truck	1464.23	240.98	60.20
29826	841915	95284420	2009-09-24	Critical	9	157.63000	0.06	Regular Air	-78.13	17.98	4.00
54534	498918	72906222	2012-03-19	Not Specified	16	124.71000	0.01	Regular Air	-30.04	7.35	5.96
15872	498918	74518551	2012-10-30	Not Specified	23	188.53000	0.00	Regular Air	-27.49	7.35	5.96
15872	604082	74518551	2012-10-30	Not Specified	48	5198.12000	0.01	Delivery Truck	1481.67	100.98	15.66
40097	805629	104516246	2009-01-09	Low	47	117.88000	0.10	Regular Air	-71.00	2.60	2.40
8388	30902	104516246	2012-02-23	Low	42	288.90000	0.02	Regular Air	96.34	6.98	1.60
11652	954944	104516246	2011-11-10	Not Specified	25	122.09000	0.10	Regular Air	14.11	5.18	2.04
39589	659453	104516246	2009-08-02	Critical	20	95.08000	0.06	Regular Air	39.91	4.91	0.50
56901	805629	104598944	2009-09-11	Critical	36	100.68000	0.00	Regular Air	-45.21	2.60	2.40
23936	805629	101777049	2009-12-17	Medium	27	71.39000	0.09	Regular Air	-39.33	2.60	2.40
40901	955858	101777049	2012-07-29	Medium	40	273.14000	0.02	Regular Air	-96.90	6.60	4.07
40901	364705	101777049	2012-07-29	Medium	22	3100.11150	0.02	Express Air	567.37	155.99	8.08
41634	564279	101777049	2012-12-08	Not Specified	7	57.35000	0.06	Regular Air	-28.55	8.33	1.99
30564	803900	101777049	2009-02-26	Critical	20	606.39850	0.09	Regular Air	126.13	35.99	5.99
40611	771470	101777049	2012-03-28	Not Specified	43	1407.51500	0.00	Regular Air	657.45	35.99	3.30
15397	805629	12392564	2010-02-06	Critical	43	121.94000	0.01	Regular Air	-51.30	2.60	2.40
14119	925732	12392564	2010-05-31	Low	35	1599.07100	0.04	Regular Air	296.66	55.99	3.30
14119	753117	12392564	2010-05-31	Low	31	968.23500	0.05	Regular Air	-158.61	35.99	5.00
43271	805629	103724988	2010-03-03	Medium	2	7.75000	0.03	Regular Air	-5.27	2.60	2.40
53411	428422	103724988	2011-11-29	Critical	25	667.64000	0.08	Regular Air	-57.53	27.48	4.00
39749	805629	100099945	2010-06-27	High	43	110.64000	0.06	Regular Air	-62.60	2.60	2.40
17735	456509	100099945	2012-07-12	Low	45	311.65000	0.03	Regular Air	-71.25	6.81	5.48
29639	805629	4221093	2011-04-17	Critical	8	22.37000	0.04	Regular Air	-14.09	2.60	2.40
40928	529796	4221093	2009-09-12	Low	4	292.34050	0.01	Regular Air	-420.59	85.99	0.99
50087	638256	4221093	2010-05-15	Not Specified	17	58.86000	0.03	Regular Air	6.96	3.29	1.35
27141	460438	4221093	2010-02-04	Not Specified	28	1645.51000	0.06	Regular Air	300.34	59.76	9.71
8642	652699	4221093	2010-01-16	High	13	133.04000	0.04	Regular Air	49.69	10.35	0.99
45893	943159	4221093	2011-05-26	High	15	68.03000	0.05	Regular Air	8.87	4.49	1.49
14951	805629	72489079	2011-05-17	Medium	26	65.21000	0.08	Regular Air	-41.60	2.60	2.40
47270	403726	72489079	2010-08-02	Critical	19	3559.61300	0.00	Regular Air	747.74	205.99	3.00
49760	238390	72489079	2011-10-01	Medium	13	1281.17950	0.02	Regular Air	-26.62	115.99	5.92
58755	417731	72489079	2011-12-03	Low	18	47.11000	0.00	Regular Air	-95.42	2.18	7.09
3650	540260	72489079	2012-05-27	Not Specified	36	139.95000	0.04	Express Air	-128.59	3.58	5.47
59809	145931	72489079	2011-03-08	Not Specified	16	506.84000	0.02	Regular Air	-38.32	30.98	6.50
17282	612766	72489079	2009-11-18	Low	37	988.42000	0.09	Regular Air	253.94	29.17	6.27
18371	667910	72489079	2009-09-18	Medium	30	1394.36000	0.00	Regular Air	271.45	43.98	8.99
