OrderID,OrderDate,Region,Category,Product,ShipMode,Quantity,Sales,Discount,Profit
19074,2012-06-25,West,Office Supplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Delivery Truck,17,3816.59000,0.01,191.47
21856,2012-04-05,West,Office Supplies,Avery 487,Regular Air,47,168.55000,0.05,71.77
35461,2009-06-01,Prarie,Office Supplies,"*Staples* vLetter Openers, 2/Pack",Regular Air,30,112.60000,0.04,-25.99
35461,2009-06-01,Prarie,Office Supplies,Avery Non-Stick Binders,Regular Air,11,48.75000,0.08,3.50
35782,2011-08-05,Prarie,Furniture,Balt Solid Wood Rectangular Table,Delivery Truck,13,1330.73000,0.06,-450.10
16545,2010-05-09,Northwest Territories,Office Supplies,"*Staples* vLetter Openers, 2/Pack",Regular Air,1,4.99000,0.04,-3.06
12771,2009-01-17,Northwest Territories,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Regular Air,40,1143.49000,0.08,-193.44
4935,2010-05-24,Ontario,Office Supplies,"*Staples* vLetter Openers, 2/Pack",Regular Air,30,106.64000,0.10,-31.95
47303,2011-12-05,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Regular Air,7,56.90000,0.03,12.64
21729,2012-12-06,Ontario,Office Supplies,ACCOHIDE¨ Binder by Acco,Regular Air,28,120.98000,0.00,-92.85
36896,2009-11-03,Ontario,Office Supplies,Avery 494,Regular Air,12,34.01000,0.00,10.58
31393,2012-05-11,Northwest Territories,Office Supplies,"*Staples* vLetter Openers, 2/Pack",Regular Air,31,110.32000,0.09,-32.65
28870,2011-11-10,Northwest Territories,Technology,6160,Regular Air,35,3310.94550,0.05,822.40
33159,2012-04-27,Northwest Territories,Technology,Accessory21,Regular Air,3,56.69500,0.01,-70.97
27780,2012-10-20,West,Office Supplies,"*Staples* vLetter Openers, 2/Pack",Regular Air,39,147.71000,0.00,-30.25
13607,2010-11-18,West,Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",Regular Air,12,440.60000,0.07,2.97
19559,2010-04-15,West,Office Supplies,Laser & Ink Jet Business Envelopes,Express Air,14,1032.02750,0.07,97.40
13607,2010-11-18,West,Office Supplies,Avery 479,Express Air,37,109.90000,0.09,48.52
27780,2012-10-20,West,Office Supplies,Avery 481,Regular Air,18,56.41000,0.02,11.92
53572,2010-05-07,West,Office Supplies,#10 Self-Seal White Envelopes,Regular Air,17,184.09000,0.07,4.79
48388,2009-08-09,West,Office Supplies,Binder Posts,Regular Air,3,21.64000,0.08,-13.33
1699,2010-12-29,Atlantic,Office Supplies,#10 Self-Seal White Envelopes,Regular Air,40,430.88000,0.05,39.00
26304,2011-03-19,Atlantic,Technology,3285,Regular Air,43,7452.13700,0.02,2028.36
18432,2011-03-12,Atlantic,Office Supplies,Avery Hi-Liter¨ Smear-Safe Highlighters,Express Air,12,76.42000,0.02,20.44
30532,2011-11-26,Ontario,Office Supplies,#10 Self-Seal White Envelopes,Express Air,23,262.31000,0.04,27.55
32000,2012-09-13,Ontario,Office Supplies,Acco¨ Hot Clipsª Clips to Go,Regular Air,49,162.16000,0.05,24.95
38084,2009-03-20,Ontario,Office Supplies,"Black Print Carbonless Snap-Off¨ Rapid Letter, 8 1/2"" x 7""",Regular Air,11,100.36000,0.02,18.41
18466,2012-05-21,Yukon,Office Supplies,#10 Self-Seal White Envelopes,Regular Air,25,270.16000,0.09,16.92
18849,2012-08-05,Yukon,Office Supplies,#10 Self-Seal White Envelopes,Regular Air,43,471.87000,0.05,52.27
13157,2012-02-11,Yukon,Technology,1726 Digital Answering Machine,Regular Air,2,38.93000,0.07,-102.43
18849,2012-08-05,Yukon,Furniture,9-3/4 Diameter Round Wall Clock,Regular Air,39,539.60000,0.06,-6.50
23360,2009-05-11,Atlantic,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Express Air,30,512.97000,0.01,261.29
5698,2009-05-20,West,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,7,108.26000,0.06,25.51
16161,2012-07-28,West,Technology,6162i,Regular Air,49,2692.68950,0.03,768.32
13986,2011-10-11,West,Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",Regular Air,46,1905.79000,0.01,675.65
57153,2009-05-26,Ontario,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,45,698.10000,0.01,336.25
7430,2010-06-08,Nunavut,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,50,751.77000,0.05,353.20
57568,2010-06-17,Atlantic,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,38,592.54000,0.07,282.11
56960,2009-08-06,Atlantic,Technology,5170,Express Air,48,2784.82950,0.01,788.29
39521,2009-08-09,Atlantic,Office Supplies,Avery 491,Regular Air,28,112.35000,0.10,31.27
4610,2010-06-17,Ontario,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,29,447.34000,0.08,203.01
43713,2012-09-07,Ontario,Office Supplies,12 Colored Short Pencils,Regular Air,12,34.41000,0.05,-17.69
4610,2010-06-17,Ontario,Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Regular Air,8,66.88000,0.09,-17.01
46436,2009-04-04,Ontario,Technology,Accessory31,Regular Air,46,1477.57200,0.00,840.05
53445,2012-10-24,Ontario,Office Supplies,Acco¨ Hot Clipsª Clips to Go,Regular Air,21,73.80000,0.02,11.23
19205,2010-07-26,Ontario,Office Supplies,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Regular Air,31,107.97000,0.00,2.36
27811,2011-03-04,Ontario,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Regular Air,31,197.59000,0.09,-73.62
24646,2011-04-15,Prarie,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,46,662.51000,0.09,293.32
23104,2011-04-09,Prarie,Office Supplies,"Advantus Push Pins, Aluminum Head",Regular Air,24,142.80000,0.01,-25.00
10309,2009-11-21,Prarie,Office Supplies,Avery Legal 4-Ring Binder,Regular Air,23,496.15000,0.03,213.38
51974,2011-01-26,Prarie,Office Supplies,Avery Printable Repositionable Plastic Tabs,Regular Air,2,23.18000,0.05,-14.88
9921,2011-05-14,Prarie,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,23,356.09000,0.05,155.82
26976,2011-05-20,Yukon,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,44,729.75000,0.02,375.25
26976,2011-05-20,Yukon,Technology,5170i,Express Air,11,1154.93750,0.04,-176.06
29411,2012-04-06,Ontario,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,33,542.24000,0.02,268.53
21796,2012-05-06,Ontario,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,41,607.13000,0.10,274.66
21796,2012-05-06,Ontario,Technology,1726 Digital Answering Machine,Regular Air,2,40.82550,0.01,-99.98
46468,2011-01-11,Ontario,Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",Express Air,41,1618.31000,0.08,504.71
57091,2011-10-31,Ontario,Office Supplies,Alliance Rubber Bands,Express Air,6,14.85000,0.05,-2.79
38564,2009-11-02,Ontario,Office Supplies,Avery 506,Express Air,21,98.51000,0.10,45.93
26310,2012-07-29,Prarie,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,5,77.41000,0.05,9.35
47522,2012-10-23,West,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",Regular Air,5,80.56000,0.03,12.50
44261,2012-03-23,West,Technology,Accessory41,Regular Air,10,306.66300,0.07,-17.41
7461,2009-01-12,West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,28,260.79000,0.00,111.40
44198,2011-01-04,West,Technology,Accessory39,Express Air,35,625.94850,0.04,-87.02
39270,2011-02-06,West,Office Supplies,"Advantus Push Pins, Aluminum Head",Regular Air,11,65.78000,0.07,-17.42
34498,2009-02-15,Prarie,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Express Air,4,47.12000,0.09,10.80
42243,2012-03-11,Prarie,Office Supplies,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Regular Air,19,145.26000,0.05,-35.75
54819,2009-10-10,Prarie,Technology,6120,Regular Air,46,2710.50550,0.03,624.12
59044,2011-07-20,Prarie,Office Supplies,Avery 481,Regular Air,6,20.19000,0.02,1.25
13542,2009-03-08,Prarie,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,33,310.44000,0.03,-90.21
15524,2012-05-11,Prarie,Office Supplies,Acme¨ Preferred Stainless Steel Scissors,Regular Air,27,156.82000,0.03,-37.62
18119,2009-06-24,West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,37,347.84000,0.00,-99.25
28519,2010-06-22,West,Office Supplies,Laser & Ink Jet Business Envelopes,Regular Air,4,268.71050,0.09,-337.66
38887,2009-10-24,West,Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Regular Air,25,378.90000,0.02,28.46
50882,2010-08-31,West,Office Supplies,Acme¨ Box Cutter Scissors,Regular Air,37,366.84000,0.08,-50.10
58725,2010-05-20,Prarie,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,39,335.35000,0.05,-134.97
2055,2010-09-03,Yukon,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,7,66.41000,0.05,-32.35
14048,2010-05-17,Yukon,Technology,Accessory32,Regular Air,40,2035.39300,0.01,1152.69
37829,2010-09-29,Atlantic,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,28,257.90000,0.00,-84.69
37792,2011-12-29,Atlantic,Office Supplies,Boston 1799 Powerhouseª Electric Pencil Sharpener,Regular Air,49,183.08000,0.01,82.49
12261,2010-10-23,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,23,217.35000,0.00,-67.19
53024,2012-05-12,Ontario,Technology,Accessory6,Regular Air,46,2255.19450,0.03,74.51
12261,2010-10-23,Ontario,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,Regular Air,19,281.74000,0.06,25.67
44706,2010-03-30,Ontario,Office Supplies,Binder Clips by OIC,Regular Air,33,47.48000,0.07,3.35
26050,2011-06-16,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,44,365.24000,0.09,-163.13
26279,2009-07-30,Ontario,Technology,Accessory23,Regular Air,7,211.74350,0.04,-33.31
58598,2011-08-22,Ontario,Office Supplies,Advantus SlideClipª Paper Clips,Regular Air,25,89.32000,0.01,33.46
5381,2010-01-28,Ontario,Office Supplies,"Ampad¨ Evidence¨ Wirebond Steno Books, 6"" x 9""",Regular Air,27,63.87000,0.09,-149.93
19653,2012-09-11,Ontario,Office Supplies,Avery Poly Binder Pockets,Regular Air,34,125.46000,0.07,-129.63
55270,2010-01-22,Ontario,Office Supplies,Binding Machine Supplies,Regular Air,1,35.14000,0.02,-12.75
12293,2011-06-18,Atlantic,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,31,283.17000,0.00,119.64
10852,2010-10-26,Atlantic,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Delivery Truck,40,12450.48000,0.01,3030.16
11269,2012-05-26,Atlantic,Office Supplies,Avery 493,Regular Air,49,233.28000,0.04,112.35
52930,2011-11-08,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,16,136.98000,0.04,44.12
52930,2011-11-08,Ontario,Technology,Accessory24,Regular Air,24,1112.15700,0.09,140.81
52930,2011-11-08,Ontario,Technology,Accessory32,Regular Air,40,1865.58850,0.02,972.90
56995,2009-10-15,Ontario,Office Supplies,Binder Posts,Express Air,27,157.57000,0.08,-57.06
31523,2012-03-08,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,19,179.33000,0.00,-58.76
29537,2012-09-19,Ontario,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,Express Air,30,318.56000,0.08,-30.97
5473,2012-03-24,West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,42,355.69000,0.09,-149.46
40134,2011-10-09,West,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,Regular Air,10,109.37000,0.10,-21.66
22373,2012-03-28,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Express Air,26,233.03000,0.05,-86.34
27461,2010-02-26,Ontario,Office Supplies,Avery 507,Express Air,40,121.92000,0.09,51.23
55749,2012-05-03,Prarie,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,42,364.80000,0.01,149.45
11011,2012-05-13,Atlantic,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,36,305.62000,0.10,-129.86
41383,2010-05-12,Atlantic,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Regular Air,36,1449.45000,0.04,620.07
48423,2012-10-31,Prarie,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Regular Air,49,414.11000,0.08,-172.32
59776,2009-03-09,Prarie,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Express Air,35,285.01000,0.01,124.82
28867,2011-07-22,Prarie,Technology,600 Series Flip,Regular Air,26,2169.75250,0.02,374.75
52197,2012-08-04,Prarie,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,Regular Air,23,91.94000,0.01,-10.11
13735,2009-05-21,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Regular Air,36,281.71000,0.02,117.38
32037,2009-02-16,Ontario,Office Supplies,Avery Printable Repositionable Plastic Tabs,Regular Air,37,311.66000,0.04,-63.81
43974,2009-09-16,West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Regular Air,8,64.23000,0.03,15.83
47683,2010-09-01,West,Office Supplies,Avery Reinforcements for Hole-Punch Pages,Regular Air,38,81.97000,0.05,-148.80
7744,2009-11-17,Ontario,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Regular Air,1,8.34000,0.09,-3.44
802,2011-01-04,Ontario,Technology,"AT&T Black Trimline Phone, Model 210",Regular Air,2,38.50000,0.09,-52.14
22501,2010-05-18,Northwest Territories,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Express Air,2,30.83000,0.04,7.27
33444,2012-10-06,Northwest Territories,Office Supplies,12 Colored Short Pencils,Regular Air,11,30.51000,0.09,-17.68
40067,2012-02-17,Northwest Territories,Technology,3390,Regular Air,38,2157.30850,0.00,519.25
9763,2011-08-13,Northwest Territories,Office Supplies,Avery 506,Regular Air,44,176.26000,0.07,75.13
11014,2010-09-07,West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Regular Air,39,286.81000,0.07,110.05
4389,2009-05-04,West,Technology,2190,Express Air,42,2455.27600,0.04,693.06
48293,2012-04-09,West,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Regular Air,47,370.60000,0.03,160.72
34980,2010-08-02,West,Furniture,3M Polarizing Light Filter Sleeves,Regular Air,7,140.77000,0.01,100.77
34980,2010-08-02,West,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,Regular Air,12,562.15000,0.01,148.34
48199,2009-01-18,Atlantic,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Regular Air,47,672.46000,0.10,279.74
28836,2010-10-24,Atlantic,Technology,688,Regular Air,50,8221.29350,0.06,2342.21
4454,2009-02-01,Atlantic,Office Supplies,Avery 497,Regular Air,17,55.45000,0.01,21.42
998,2009-11-25,Nunavut,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Regular Air,16,248.26000,0.07,93.80
8292,2010-02-01,Quebec,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Regular Air,18,299.87000,0.02,130.04
20900,2010-11-24,Quebec,Technology,600 Series Non-Flip,Regular Air,50,1978.36650,0.00,483.60
19558,2011-02-25,Quebec,Office Supplies,Acco¨ Hot Clipsª Clips to Go,Regular Air,2,7.98000,0.04,-3.93
27879,2010-02-26,Atlantic,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Regular Air,44,669.01000,0.08,299.35
15651,2012-10-04,Atlantic,Furniture,Bevis Round Conference Room Tables and Bases,Delivery Truck,8,1496.83000,0.07,-329.72
49767,2010-11-08,West,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Regular Air,43,634.38000,0.09,272.40
32165,2012-10-14,West,Technology,Accessory4,Regular Air,38,2939.68250,0.02,192.06
36773,2010-09-23,West,Office Supplies,Ames Color-File¨ Green Diamond Border X-ray Mailers,Regular Air,24,2048.78000,0.05,994.68
26214,2011-11-20,Prarie,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Express Air,19,305.68000,0.10,128.17
24993,2010-03-11,Prarie,Technology,Accessory28,Regular Air,36,1561.22050,0.09,-226.82
24193,2009-03-14,Prarie,Technology,Accessory4,Regular Air,19,1426.51250,0.04,-175.18
16422,2011-10-09,Prarie,Office Supplies,Acme¨ Box Cutter Scissors,Regular Air,16,171.50000,0.02,-20.41
772,2010-04-16,Quebec,Office Supplies,#6 3/4 Gummed Flap White Envelopes,Regular Air,25,233.05000,0.10,86.93
36739,2009-10-08,Quebec,Furniture,Aluminum Document Frame,Regular Air,27,331.17000,0.07,97.19
772,2010-04-16,Quebec,Office Supplies,Bionaire 99.97% HEPA Air Cleaner,Regular Air,35,589.24000,0.08,-38.35
40512,2010-09-17,Prarie,Office Supplies,#6 3/4 Gummed Flap White Envelopes,Regular Air,41,405.83000,0.06,178.86
59491,2012-03-24,Prarie,Furniture,Aluminum Document Frame,Regular Air,46,562.95000,0.06,147.12
59491,2012-03-24,Prarie,Office Supplies,Avery Poly Binder Pockets,Regular Air,8,32.31000,0.09,-33.59
35841,2011-05-08,Quebec,Office Supplies,#6 3/4 Gummed Flap White Envelopes,Regular Air,23,230.41000,0.06,94.39
8162,2009-10-07,Quebec,Technology,Belkin MediaBoard 104- Keyboard,Regular Air,25,670.39000,0.03,-82.26
59969,2012-01-11,Prarie,Office Supplies,#6 3/4 Gummed Flap White Envelopes,Regular Air,42,437.73000,0.01,205.70
55808,2011-02-14,Prarie,Technology,1726 Digital Answering Machine,Regular Air,45,837.38600,0.03,104.33
57477,2010-09-26,Prarie,Technology,Accessory12,Regular Air,45,3086.51150,0.08,1560.96
57477,2010-09-26,Prarie,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,Regular Air,50,745.48000,0.02,119.12
292,2012-01-12,Prarie,Office Supplies,#6 3/4 Gummed Flap White Envelopes,Regular Air,43,412.62000,0.08,175.54
9829,2011-12-08,Prarie,Office Supplies,Avery 508,Regular Air,4,18.46000,0.06,-0.43
51044,2012-01-18,Prarie,Office Supplies,#6 3/4 Gummed Flap White Envelopes,Regular Air,17,155.89000,0.10,50.19
36003,2010-10-31,Prarie,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Regular Air,40,207.42000,0.04,-115.35
16262,2011-01-01,Prarie,Office Supplies,Array¨ Memo Cubes,Express Air,11,62.84000,0.06,9.53
24384,2011-03-26,Prarie,Office Supplies,Avery 508,Regular Air,44,205.11000,0.06,95.52
51044,2012-01-18,Prarie,Office Supplies,Avery Hi-Liter¨ Smear-Safe Highlighters,Regular Air,19,117.27000,0.01,35.45
