LineID,OrderID,ProductID,CustomerID,OrderDate,OrderPriority,OrderQuantity,Sales,Discount,ShipMode,Profit,UnitPrice,ShippingCost
594,18370,753117,96063089,2011-01-13,Low,41,1271.04750,0.00,Regular Air,-158.24,35.99,5.00
1735,29409,841964,49229231,2011-01-13,High,23,38.99000,0.09,Regular Air,-33.52,1.70,1.99
3314,55815,450925,54637428,2011-01-13,High,28,2860.19000,0.04,Express Air,458.40,105.29,10.12
4128,21379,990587,7191557,2011-01-14,High,35,5428.49000,0.05,Delivery Truck,-1046.78,150.89,60.20
2309,46147,642280,97965401,2011-01-15,Critical,37,925.80000,0.01,Regular Air,30.69,24.92,12.98
5903,49189,219855,41170795,2011-01-15,Critical,32,249.59000,0.06,Regular Air,101.82,7.64,1.39
7243,46147,523991,97965401,2011-01-15,Critical,39,282.48000,0.08,Express Air,-87.01,7.10,6.05
1540,25669,399302,99377938,2011-01-16,Critical,12,45.63000,0.02,Regular Air,15.42,3.69,0.50
7772,19365,988897,30535909,2011-01-16,Medium,29,181.83000,0.03,Regular Air,-43.36,5.98,5.20
1383,46980,428893,86931361,2011-01-17,Critical,34,216.30000,0.01,Regular Air,103.16,6.30,0.50
2197,11111,760319,88328172,2011-01-17,Medium,7,308.52000,0.10,Regular Air,-59.85,41.47,34.20
5214,35780,519574,96403643,2011-01-17,Medium,6,28.55000,0.01,Regular Air,-4.50,4.28,1.60
7163,11111,620362,88328172,2011-01-17,Medium,29,176.50000,0.10,Regular Air,-119.72,6.48,7.37
3626,15719,279374,12392564,2011-01-18,Critical,18,5405.44000,0.07,Delivery Truck,604.46,300.98,64.73
3648,28642,251048,56352213,2011-01-18,High,27,1592.04150,0.00,Regular Air,-52.70,65.99,19.99
7030,28642,99546,56352213,2011-01-18,High,41,230.29000,0.00,Regular Air,14.48,5.28,2.99
660,16096,147972,99084990,2011-01-19,High,9,42.21000,0.00,Express Air,18.21,2.88,0.99
967,49987,394140,88611817,2011-01-19,High,14,242.28400,0.03,Regular Air,51.75,20.99,0.99
4087,36931,519574,24098604,2011-01-19,Not Specified,46,180.56000,0.10,Regular Air,-15.79,4.28,1.60
6451,49987,698622,82163884,2011-01-19,High,15,1795.49000,0.05,Delivery Truck,-626.04,114.98,58.72
7391,10722,721136,96713610,2011-01-19,Not Specified,8,40.26000,0.01,Regular Air,-27.44,4.28,5.68
2714,22561,1100539,97151439,2011-01-20,Critical,7,128.62000,0.07,Regular Air,-27.78,17.67,8.99
6083,22561,945371,97151439,2011-01-20,Critical,50,424.00000,0.03,Regular Air,-19.77,8.67,3.50
6084,22561,287133,97151439,2011-01-20,Critical,5,504.79000,0.03,Express Air,-245.09,99.99,19.99
1148,35399,368543,44725860,2011-01-21,Low,38,188.38000,0.04,Regular Air,-120.12,4.91,5.68
2347,16837,104120,80369893,2011-01-21,Not Specified,4,997.00000,0.09,Delivery Truck,-307.96,258.98,54.31
3857,57217,730958,55790716,2011-01-21,Medium,35,422.25000,0.06,Regular Air,-116.02,11.66,7.95
827,50208,364648,84895139,2011-01-22,Medium,4,38.76000,0.10,Express Air,-12.13,6.23,6.97
1585,9824,480920,46716126,2011-01-22,Critical,5,21.56000,0.00,Regular Air,2.75,4.13,0.50
2300,2883,835973,97344739,2011-01-22,Low,34,2154.34000,0.10,Regular Air,177.66,64.98,6.88
2816,9824,505095,46716126,2011-01-22,Critical,39,1939.66000,0.03,Express Air,540.67,48.92,4.50
4963,21606,851560,52636682,2011-01-22,Not Specified,29,516.62000,0.06,Regular Air,138.33,17.48,1.99
6197,9824,545294,46716126,2011-01-22,Critical,43,115.81000,0.10,Regular Air,-1.49,2.88,1.01
6794,21606,220034,85839759,2011-01-22,Not Specified,43,1374.70000,0.06,Express Air,-90.30,32.98,5.50
5178,49443,397638,68382142,2011-01-23,High,41,396.15000,0.05,Regular Air,-10.98,9.85,4.82
1396,386,481924,52428882,2011-01-24,High,4,14.96000,0.02,Regular Air,-0.03,3.69,0.50
1397,386,436896,52428882,2011-01-24,High,4,15.69000,0.09,Regular Air,-1.59,3.85,0.70
5227,21890,933643,82568232,2011-01-24,Not Specified,27,81.90000,0.01,Regular Air,4.06,2.94,0.96
6176,49761,191273,12419685,2011-01-24,Not Specified,45,1090.60000,0.07,Regular Air,300.91,23.99,6.30
6733,47136,928702,70402918,2011-01-24,Medium,18,89.99000,0.00,Regular Air,18.96,4.82,1.49
6798,21890,957636,23702536,2011-01-24,Not Specified,44,495.50000,0.06,Regular Air,-12.67,11.58,6.97
429,25095,459677,75768983,2011-01-25,Low,18,693.06000,0.06,Regular Air,148.30,39.98,9.83
3727,25095,250765,75768983,2011-01-25,Low,41,4475.03000,0.08,Delivery Truck,-167.83,115.99,56.14
4663,33091,687346,39765174,2011-01-25,High,24,265.35000,0.02,Regular Air,-128.69,9.99,11.59
114,51974,182998,48076280,2011-01-26,High,2,23.18000,0.05,Regular Air,-14.88,8.60,6.19
3563,51974,487927,48076280,2011-01-26,High,10,1290.37000,0.05,Regular Air,231.16,123.38,24.49
5053,49601,461227,27524985,2011-01-26,Low,15,1756.46000,0.01,Delivery Truck,-101.19,113.98,30.00
5332,24388,339698,26995184,2011-01-26,Critical,15,8662.34000,0.00,Delivery Truck,-704.66,549.99,49.00
7769,52199,276012,83808705,2011-01-26,Medium,19,92.24000,0.05,Regular Air,-60.58,4.82,5.24
374,24960,196617,48760545,2011-01-27,High,35,5797.68000,0.04,Regular Air,1366.57,200.99,4.20
927,59652,328029,56055651,2011-01-27,Medium,17,312.03500,0.05,Regular Air,-55.94,20.99,0.99
2031,24960,661762,48760545,2011-01-27,High,48,1760.35000,0.01,Express Air,-17.08,34.98,7.53
3424,15106,56825,39335289,2011-01-27,Not Specified,42,283.58000,0.03,Regular Air,-14.23,6.64,4.95
4912,15106,840523,39335289,2011-01-27,Not Specified,35,82.15000,0.03,Regular Air,-6.33,2.21,1.12
5428,24960,455222,48760545,2011-01-27,High,37,1436.94000,0.00,Regular Air,639.66,37.94,5.08
6625,15106,399912,39335289,2011-01-27,Not Specified,39,5403.37000,0.06,Delivery Truck,948.79,145.45,17.85
7059,24960,877412,48760545,2011-01-27,High,18,125.80000,0.03,Regular Air,-35.98,6.48,5.87
3334,59047,924265,34725205,2011-01-28,Not Specified,26,113.85000,0.06,Regular Air,-93.93,4.14,6.60
4849,59047,677142,34725205,2011-01-28,Not Specified,10,266.94000,0.09,Regular Air,19.20,28.48,1.99
5242,26529,844963,60559394,2011-01-28,Low,17,201.72000,0.05,Regular Air,-81.61,11.34,11.25
2926,30151,642280,7438025,2011-01-29,Not Specified,31,792.76000,0.02,Regular Air,33.37,24.92,12.98
4243,24640,461227,45162841,2011-01-29,Medium,12,1379.98000,0.06,Delivery Truck,-151.73,113.98,30.00
6725,59139,181963,93857244,2011-01-29,Critical,12,849.51000,0.05,Regular Air,163.10,70.97,3.50
7321,8480,345717,94808461,2011-01-29,High,11,76.36000,0.07,Regular Air,-58.40,6.48,8.74
7932,59139,500519,93857244,2011-01-29,Critical,38,189.49000,0.09,Regular Air,-13.71,5.34,2.99
2248,21760,431822,19346760,2011-01-30,Not Specified,9,71.20000,0.08,Regular Air,1.87,7.38,5.21
1718,58981,91978,37999431,2011-01-31,High,28,1262.75000,0.07,Regular Air,422.23,46.89,5.10
1733,52482,37996,22754409,2011-01-31,Critical,21,848.20000,0.06,Express Air,163.78,40.98,5.33
2927,52482,211351,22754409,2011-01-31,Critical,30,717.21000,0.00,Regular Air,217.06,22.23,3.63
4695,8802,487927,15643761,2011-01-31,Medium,15,1866.12000,0.07,Regular Air,400.69,123.38,24.49
6729,27430,485887,16320930,2011-01-31,High,3,315.27000,0.08,Regular Air,278.60,105.98,13.99
6841,27430,942547,31282636,2011-01-31,High,12,82.64000,0.10,Regular Air,0.35,7.08,2.35
648,21956,986755,83693488,2011-02-01,High,2,125.27300,0.02,Regular Air,-301.91,65.99,8.99
1500,31140,358060,16972966,2011-02-01,Critical,4,13.42000,0.03,Regular Air,-1.26,3.08,0.99
3135,6791,681369,103996019,2011-02-01,Medium,14,730.33000,0.10,Express Air,110.77,51.98,10.17
4979,55075,870163,60006070,2011-02-01,Critical,21,556.45000,0.08,Delivery Truck,-124.42,25.98,14.36
5295,24160,908570,80727603,2011-02-01,Medium,44,3644.59600,0.06,Regular Air,1104.32,95.99,4.90
1108,33958,933326,104577129,2011-02-02,Critical,27,462.36600,0.10,Regular Air,-120.05,20.99,3.30
2479,33958,934530,104577129,2011-02-02,Critical,14,336.48000,0.09,Regular Air,5.56,25.99,5.37
3346,21639,275015,100045626,2011-02-02,Not Specified,3,131.50000,0.01,Regular Air,105.90,39.98,9.20
3347,21639,802904,100045626,2011-02-02,Not Specified,23,158.99000,0.07,Regular Air,-197.13,6.98,9.69
3348,21639,120431,100045626,2011-02-02,Not Specified,38,7814.59000,0.02,Regular Air,3408.46,194.30,11.54
6574,21639,72789,100045626,2011-02-02,Not Specified,24,145.15000,0.07,Regular Air,-169.17,5.94,9.92
6795,12326,390796,85839759,2011-02-02,Critical,4,123.82000,0.05,Regular Air,-0.37,29.34,57.87
797,21057,851117,60083352,2011-02-03,Low,28,1103.67000,0.04,Regular Air,253.61,39.48,1.99
1343,38784,428893,70563874,2011-02-03,Medium,50,298.12000,0.09,Regular Air,137.67,6.30,0.50
3418,45059,719525,33158318,2011-02-03,Not Specified,4,130.14000,0.04,Regular Air,-116.18,30.42,8.65
3433,45059,271693,90155791,2011-02-03,Not Specified,39,3401.80000,0.09,Express Air,-508.87,95.43,19.99
5412,40102,945371,33888882,2011-02-03,Medium,46,412.37000,0.06,Express Air,2.71,8.67,3.50
6634,45059,484548,90155791,2011-02-03,Not Specified,35,1327.59000,0.05,Express Air,371.28,37.74,2.90
3850,32484,279374,101792006,2011-02-04,Not Specified,9,2502.67000,0.10,Delivery Truck,-198.80,300.98,64.73
5513,34978,957535,11934383,2011-02-04,High,49,165.51000,0.08,Regular Air,-269.91,3.52,6.83
6339,50949,746290,86531956,2011-02-04,Medium,46,4804.03850,0.08,Regular Air,1077.92,125.99,8.80
6340,50949,593359,86531956,2011-02-04,Medium,32,73.55000,0.09,Express Air,7.95,2.18,0.78
2167,11719,361951,36255546,2011-02-05,Not Specified,30,616.01000,0.09,Regular Air,-74.88,21.38,8.99
2170,11719,302796,36255546,2011-02-05,Not Specified,3,1566.80000,0.06,Delivery Truck,-1044.92,500.97,69.30
2825,29028,27473,97936435,2011-02-05,Critical,43,17131.36000,0.08,Delivery Truck,4722.77,400.97,14.70
3063,32007,301122,56692640,2011-02-05,Low,41,17448.75000,0.06,Delivery Truck,9.93,417.40,75.23
3840,41926,398909,96421847,2011-02-05,High,43,1562.69000,0.00,Regular Air,287.74,34.76,8.22
4542,29767,330853,69641516,2011-02-05,High,48,4153.06000,0.06,Regular Air,1499.41,90.24,0.99
5530,11719,632964,36255546,2011-02-05,Not Specified,17,438.60850,0.01,Regular Air,-56.05,28.99,8.59
6161,14503,255922,6982655,2011-02-05,Not Specified,14,438.47000,0.02,Express Air,157.89,30.56,2.99
7169,41926,299508,96421847,2011-02-05,High,17,112.57000,0.08,Regular Air,-28.53,6.48,5.14
7546,21155,229862,29705839,2011-02-05,High,4,81.78000,0.07,Regular Air,-12.43,19.98,5.97
129,39270,375694,38038963,2011-02-06,High,11,65.78000,0.07,Regular Air,-17.42,5.81,3.37
601,12066,924094,12859907,2011-02-06,Medium,27,4442.04900,0.10,Regular Air,720.95,200.99,8.08
649,54882,1000550,83693488,2011-02-06,Critical,17,86.29000,0.02,Regular Air,34.98,4.98,0.49
786,2053,654261,33385671,2011-02-06,Critical,7,771.78300,0.08,Regular Air,-449.53,140.99,4.20
1345,57633,213268,99048732,2011-02-06,High,12,351.12000,0.09,Express Air,202.63,30.93,3.92
1935,43110,360858,28130934,2011-02-06,High,1,3457.99000,0.05,Regular Air,-11861.46,3499.99,24.49
2207,54882,686278,83693488,2011-02-06,Critical,2,86.92000,0.03,Regular Air,-43.93,36.55,13.89
3928,2053,528974,33385671,2011-02-06,Critical,39,19342.84000,0.01,Delivery Truck,5603.95,500.98,126.00
5685,46307,910598,15087878,2011-02-06,Medium,27,1217.77000,0.01,Regular Air,283.14,42.76,6.22
6253,30497,942944,91042485,2011-02-06,Critical,34,706.91000,0.03,Express Air,85.68,20.98,8.83
6986,43110,371815,28130934,2011-02-06,High,3,21.01000,0.00,Regular Air,-9.69,4.98,5.02
7241,46307,153113,15087878,2011-02-06,Medium,32,643.53000,0.05,Regular Air,175.97,19.98,5.77
7307,56711,433913,2378178,2011-02-06,Low,25,1279.45000,0.01,Regular Air,558.25,48.04,7.23
7629,30497,484348,91042485,2011-02-06,Critical,31,190.06000,0.06,Regular Air,-61.90,5.98,5.35
386,1637,767300,18716501,2011-02-07,Not Specified,36,1225.52000,0.10,Express Air,-1191.13,35.48,35.00
748,31046,624282,103048242,2011-02-07,Critical,35,248.42000,0.02,Regular Air,-58.81,6.84,4.42
1199,29953,463033,41170795,2011-02-07,Critical,42,619.77000,0.02,Regular Air,50.24,14.45,7.17
2039,1637,403494,18716501,2011-02-07,Not Specified,47,1348.57000,0.08,Regular Air,19.57,30.98,8.99
2539,34881,392183,97850819,2011-02-07,Medium,37,187.37000,0.01,Regular Air,-85.01,4.98,4.95
2749,21824,265590,89767975,2011-02-07,Low,37,3351.55000,0.04,Express Air,-1036.92,90.98,56.20
5651,31046,609559,103048242,2011-02-07,Critical,42,3900.53100,0.08,Regular Air,1144.63,110.99,2.50
7061,1637,690859,18716501,2011-02-07,Not Specified,10,1024.29000,0.07,Regular Air,-95.52,99.99,19.99
431,57922,260010,51940252,2011-02-08,Critical,50,343.26000,0.04,Regular Air,-287.28,6.84,8.37
1303,15300,175848,37535131,2011-02-08,High,42,229.88000,0.05,Express Air,-75.25,5.28,5.06
3477,22532,231361,19237970,2011-02-08,Critical,13,121.66000,0.03,Regular Air,-11.80,8.85,5.60
1070,15428,658101,107838267,2011-02-09,Critical,50,1444.96000,0.09,Express Air,-6.34,29.10,4.00
4099,15428,64446,107838267,2011-02-09,Critical,10,941.62150,0.01,Regular Air,-186.67,110.99,8.99
1089,28773,259517,70928312,2011-02-10,Low,48,2174.41900,0.05,Regular Air,-211.70,55.99,5.00
2385,21989,754038,88555704,2011-02-10,Low,9,118.95000,0.03,Regular Air,30.80,12.07,6.20
3892,49892,242307,77243589,2011-02-10,Low,26,171.14000,0.02,Regular Air,-1172.75,4.48,49.00
4023,21989,952312,88555704,2011-02-10,Low,35,3814.17100,0.04,Regular Air,1077.13,125.99,4.20
4102,33764,538416,35678860,2011-02-10,Critical,4,539.82000,0.00,Regular Air,-64.78,120.33,19.99
5835,33764,240546,35678860,2011-02-10,Critical,6,1029.88550,0.06,Express Air,-620.83,205.99,8.99
6322,51461,453581,22754409,2011-02-10,Not Specified,43,858.53000,0.07,Regular Air,-97.54,19.99,11.17
6842,33764,942547,71600295,2011-02-10,Critical,31,226.15000,0.01,Regular Air,35.98,7.08,2.35
666,34243,494051,34288922,2011-02-11,High,40,297.34000,0.04,Express Air,-270.96,7.28,11.15
667,34243,767300,34288922,2011-02-11,High,35,1264.13000,0.02,Regular Air,-1087.36,35.48,35.00
2218,34243,447798,34288922,2011-02-11,High,10,89.04000,0.08,Regular Air,-16.49,8.75,8.54
3830,18244,949076,58951505,2011-02-11,Critical,1,172.34000,0.00,Regular Air,-73.22,140.81,24.49
5495,6403,98988,43122374,2011-02-11,Low,41,17874.26000,0.00,Regular Air,6247.95,419.19,19.99
464,45156,641495,69981415,2011-02-12,Low,14,174.30000,0.08,Regular Air,75.58,12.53,0.50
544,46562,95746,78769548,2011-02-12,Not Specified,35,5407.90000,0.01,Delivery Truck,-352.79,145.98,46.20
3746,45156,813730,69981415,2011-02-12,Low,30,663.24000,0.01,Regular Air,76.33,20.48,6.32
7096,45156,734492,69981415,2011-02-12,Low,35,238.08000,0.07,Regular Air,31.65,6.75,2.99
457,9537,604088,77418915,2011-02-13,Not Specified,43,170.88000,0.01,Regular Air,-149.09,3.81,5.44
837,7171,892166,106488141,2011-02-13,Medium,28,1703.85050,0.00,Regular Air,316.06,65.99,8.99
838,7171,394140,106488141,2011-02-13,Medium,17,303.18650,0.02,Regular Air,92.59,20.99,0.99
1006,10245,504878,20332788,2011-02-13,Medium,23,127.17000,0.10,Regular Air,-108.13,5.53,6.98
2081,9537,331372,77418915,2011-02-13,Not Specified,6,906.02000,0.10,Delivery Truck,-382.38,150.98,66.27
3107,10245,762722,91774159,2011-02-13,Medium,27,2645.88000,0.06,Delivery Truck,-1231.98,100.98,57.38
3503,10245,381761,47611253,2011-02-13,Medium,20,2573.29000,0.04,Delivery Truck,-896.94,122.99,70.20
5318,49763,209997,50179492,2011-02-13,Critical,8,49.04000,0.02,Regular Air,9.29,5.68,1.39
6152,47015,952554,94347685,2011-02-13,Not Specified,19,5441.06000,0.06,Delivery Truck,-557.20,286.85,61.76
6818,59045,249175,26155039,2011-02-13,Critical,30,140.24000,0.05,Regular Air,32.87,4.55,1.49
215,55808,518917,21909421,2011-02-14,Not Specified,45,837.38600,0.03,Regular Air,104.33,20.99,4.81
699,45991,480920,83750888,2011-02-14,Low,50,196.39000,0.07,Regular Air,82.60,4.13,0.50
747,22849,403726,103048242,2011-02-14,Not Specified,25,4366.34800,0.05,Regular Air,940.57,205.99,3.00
2236,45991,160678,83750888,2011-02-14,Low,1,131.27000,0.10,Delivery Truck,-68.16,100.98,35.84
2263,22849,802904,103048242,2011-02-14,Not Specified,27,198.13000,0.01,Regular Air,-219.92,6.98,9.69
2265,22849,445951,103048242,2011-02-14,Not Specified,27,304.98000,0.08,Regular Air,2.73,11.70,5.63
3612,55808,381761,21909421,2011-02-14,Not Specified,6,830.28000,0.00,Delivery Truck,-382.98,122.99,70.20
4064,35494,679655,93685062,2011-02-14,Medium,18,1731.10400,0.01,Regular Air,-270.57,111.96,69.00
4277,50276,855099,79648189,2011-02-14,Not Specified,34,390.35000,0.05,Regular Air,71.03,11.55,2.36
4449,58500,64446,11321197,2011-02-14,Low,17,1529.01400,0.07,Regular Air,14.01,110.99,8.99
1240,45155,234415,100725173,2011-02-15,Low,44,181.61000,0.03,Regular Air,-150.26,4.13,5.34
2797,5636,896019,23905406,2011-02-15,Medium,23,138.17000,0.00,Regular Air,-1.09,5.85,2.27
4819,14434,1048806,85212736,2011-02-15,Not Specified,39,4733.88000,0.02,Delivery Truck,239.41,119.99,56.14
5925,45155,701718,100725173,2011-02-15,Low,35,111.55000,0.05,Regular Air,-54.25,3.14,1.92
5933,30981,251563,48810863,2011-02-15,Low,22,3653.22000,0.09,Delivery Truck,-116.02,180.98,30.00
5935,30981,409791,48810863,2011-02-15,Low,29,7837.44000,0.10,Delivery Truck,1817.76,279.81,23.19
2261,27105,286374,37499275,2011-02-16,Not Specified,2,26.82000,0.00,Regular Air,26.21,10.40,5.40
3940,23426,192250,54628732,2011-02-16,Critical,12,29.71000,0.09,Regular Air,-23.17,2.52,1.92
3941,23426,87900,54628732,2011-02-16,Critical,45,1009.80000,0.07,Regular Air,352.64,22.98,1.99
5128,52868,463313,25637113,2011-02-16,Low,19,138.05000,0.09,Regular Air,-100.49,7.37,5.53
7208,27105,73356,37499275,2011-02-16,Not Specified,37,223.74000,0.01,Regular Air,39.63,5.98,2.50
4120,10213,868096,69306501,2011-02-17,High,12,464.57000,0.04,Regular Air,-79.18,39.98,4.00
5856,49921,399912,49488637,2011-02-17,Low,5,756.15000,0.06,Delivery Truck,-280.28,145.45,17.85
5857,49921,797793,49488637,2011-02-17,Low,1,18.15000,0.04,Regular Air,-7.26,12.28,6.13
2636,40386,519834,68418756,2011-02-18,High,28,2905.30000,0.00,Express Air,1704.00,98.31,0.49
